,Round,Cycle,MouseID,Gender,Donor,ASD_diagnosis,OFT_Distance,OFT_velocity,OFT_LrgCntr_freq,OFT_LrgCntr_duration,OFT_LrgCntr_latency,OFT_SmlCntr_freq,OFT_SmlCntr_duration,OFT_SmlCntr_latency,OFT_Movement,MB_visible,MB_buried,MB_percentBuried,DSI_Agrsn_freq,DSI_Agrsn_duration,DSI_Social_freq,DSI_Social_duration,DSI_Groom_freq,DSI_Groom_Duration,SI_Habit_Social,SI_Habit_Cntr,SI_Habit_NonSocial,SI_Sociability_Social,SI_Sociability_Cntr,SI_Sociability_NonSocial,Unnamed: 30,Unnamed: 31,Unnamed: 32,USV_freq,USV_Duration,DSI_USV_median,DSI_USV_StdDev,DSI_USV_Freq,DSI_USV_Duration,DSI_USV_Slbl_num,DSI_USV_Slbl_Duration,DSI_USV_Slbl_Gap_Length,DSI_USV_Slbl_Bout_freq,DSI_USV_Slbl_Bout_gap,DSI_USV_Slbl_SlblPerBout,Unnamed: 45,SI_index
676,10.0,3.0,45.0,Female,A11-old,ASD,3559.74,6.22654,81.0,63.4301,0.0,27.0,39.4394,18.4518,48.7182,11.0,9.0,45.0,0.0,0.0,20.0,16.93,6.0,6.765,173.44,203.804,183.38299999999998,209.142,108.90899999999999,229.49599999999998,,,,,,0.00773,0.01171,110.0,0.851,67.0,24.0,5298.0,16.0,200.0,4.0,,-2.3201364222889893
677,10.0,3.0,46.0,Female,A11-old,ASD,4029.45,6.874789999999999,101.0,59.4928,1.56823,36.0,31.4648,8.44177,48.5347,15.0,5.0,25.0,0.0,0.0,15.0,25.23,2.0,10.105,111.345,229.09599999999998,183.65,303.80400000000003,80.0133,179.613,,,,,,0.00677,0.012440000000000001,193.0,1.3078,154.0,18.0,2315.0,51.0,200.0,3.0,,12.845121292796904
678,10.0,3.0,47.0,Female,A11-old,ASD,4572.73,8.09,112.0,62.4958,4.2042,52.0,58.3584,4.5045,53.9454,7.0,13.0,65.0,0.0,0.0,5.0,7.34,4.0,8.055,190.157,164.06400000000002,139.606,244.878,74.3076,196.12900000000002,,,,,,0.00775,0.01143,129.0,1.0006,98.0,19.0,2551.0,20.0,200.0,5.0,,5.52700977535504
679,10.0,3.0,48.0,Female,A11-old,ASD,3489.4,6.09922,135.0,89.7564,7.30731,53.0,32.1655,60.4271,44.8423,12.0,8.0,40.0,0.0,0.0,5.0,6.54,3.0,11.92,103.20299999999999,197.364,235.736,240.94099999999997,60.7941,228.028,,,,,,0.00838,0.01888,154.0,1.2909,28.0,5.0,10107.0,13.0,5012.0,2.0,,1.3767434521258366
680,10.0,3.0,49.0,Female,C4,NT,5076.61,9.11709,116.0,68.2015,6.573239999999999,46.0,42.3423,6.873539999999999,54.1567,13.0,7.0,35.0,0.0,0.0,13.0,12.985,3.0,13.815,80.2803,186.486,214.815,269.57,64.1642,231.498,,,,,,0.007559999999999999,0.01208,95.0,0.7182,15.0,6.0,18494.0,12.0,126.0,1.0,,3.79908515411082
681,10.0,3.0,50.0,Female,C4,NT,6075.75,10.7899,115.0,72.0387,1.5348700000000002,40.0,32.7995,12.5792,60.0178,7.0,13.0,65.0,0.0,0.0,11.0,23.155,0.0,0.0,209.676,207.107,95.3287,328.095,43.9773,187.421,,,,,,0.0072900000000000005,0.01469,209.0,1.5246,260.0,16.0,1249.0,27.0,1000.0,10.0,,13.643999410299571
682,10.0,3.0,51.0,Female,C4,NT,5843.43,10.0061,165.0,77.3106,3.7037,66.0,72.7728,10.1101,60.9798,17.0,3.0,15.0,0.0,0.0,15.0,16.235,0.0,0.0,145.012,147.347,257.724,278.478,88.4218,183.65,,,,,,0.00248,0.0037799999999999995,33.0,0.0821,15.0,13.0,23487.0,7.0,25119.0,2.0,,10.259927985320076
683,10.0,3.0,52.0,Female,C4,NT,5401.66,9.07443,166.0,80.7808,0.0,70.0,95.2953,25.4588,58.3774,7.0,13.0,65.0,0.0,0.0,20.0,40.76,4.0,14.305,215.782,171.905,161.128,273.774,60.4938,222.923,,,,,,0.01463,0.02394,36.0,0.527,21.0,10.0,16058.0,5.0,12589.0,4.0,,5.118915556164019
684,10.0,3.0,53.0,Female,A9-old,ASD,4323.23,7.41062,96.0,76.5432,13.5469,33.0,66.1328,28.5285,49.5218,15.0,5.0,25.0,0.0,0.0,20.0,40.765,1.0,6.81,198.03099999999998,193.42700000000002,126.426,250.88400000000001,78.3117,214.014,,,,,,0.00867,0.0174,119.0,1.032,27.0,10.0,13566.0,8.0,19953.0,3.0,,3.9653859556289746
685,10.0,3.0,54.0,Female,A9-old,ASD,4641.97,7.84215,95.0,72.0387,10.7441,34.0,61.7284,10.9443,53.3975,15.0,5.0,25.0,0.0,0.0,15.0,20.775,1.0,4.75,71.9386,189.65599999999998,188.188,179.68,77.2439,267.568,,,,,,0.01103,0.01576,373.0,4.1145,400.0,19.0,789.0,76.0,251.0,5.0,,-9.825421242800417
686,10.0,3.0,55.0,Female,A9-old,ASD,3159.2,5.29211,71.0,66.0661,1.9686299999999999,32.0,34.4678,2.4024,40.7362,15.0,5.0,25.0,0.0,0.0,18.0,31.08,3.0,8.405,204.104,196.66299999999998,126.994,270.137,58.8922,221.78799999999998,,,,,,0.00413,0.007509999999999999,151.0,0.0624,100.0,11.0,3442.0,38.0,200.0,3.0,,4.91426538598364
687,10.0,3.0,56.0,Female,A9-old,ASD,5132.33,8.721210000000001,147.0,66.4665,7.44077,63.0,87.4875,7.90791,60.1813,12.0,8.0,40.0,0.0,0.0,22.0,38.065,2.0,12.685,105.072,236.203,194.02700000000002,308.175,55.8892,197.39700000000002,,,,,,0.00547,0.013430000000000001,42.0,0.23,10.0,5.0,35499.0,8.0,126.0,1.0,,10.955709572523794
688,10.0,3.0,57.0,Female,A17-old,ASD,4076.95,6.894610000000001,154.0,92.6927,0.333667,63.0,57.958,0.533867,51.8768,11.0,9.0,45.0,0.0,0.0,5.0,5.68,1.0,7.085,182.115,264.097,82.0153,237.905,110.07700000000001,198.332,,,,,,0.01519,0.03692,71.0,1.0786,39.0,9.0,9273.0,14.0,3981.0,3.0,,4.5357225544830015
689,10.0,3.0,58.0,Female,A17-old,ASD,3254.24,5.56613,105.0,78.6787,3.003,47.0,143.77700000000002,13.0464,42.8849,15.0,5.0,25.0,0.0,0.0,9.0,9.07,1.0,6.45,76.1428,93.0597,386.353,251.65200000000002,49.7497,222.422,,,,,,0.00322,0.00698,81.0,0.2615,20.0,11.0,16368.0,15.0,316.0,1.0,,3.082852044195633
690,10.0,3.0,59.0,Female,A17-old,ASD,3681.73,6.33927,122.0,89.3226,3.37004,44.0,47.7477,3.7037,46.3215,7.0,13.0,65.0,0.0,0.0,17.0,16.88,2.0,9.61,198.665,193.861,156.056,215.582,61.961999999999996,270.30400000000003,,,,,,0.00457,0.00695,16.0,0.0732,,,,,,,,-5.631156279456498
691,10.0,3.0,60.0,Female,A17-old,ASD,3527.21,6.046130000000001,106.0,70.971,0.5005,39.0,54.0541,0.7007,42.3789,12.0,8.0,40.0,0.0,0.0,6.0,6.7,5.0,13.24,173.44,104.37100000000001,199.333,262.39599999999996,65.7324,185.15200000000002,,,,,,0.018,0.030080000000000003,39.0,0.7022,18.0,12.0,18590.0,16.0,16.0,1.0,,8.629688882533259
692,10.0,3.0,61.0,Female,A11-old,ASD,3890.34,6.6488,70.0,36.5032,21.9553,23.0,33.1665,64.1975,47.7395,6.0,14.0,70.0,0.0,0.0,23.0,40.245,3.0,9.06,176.343,195.062,175.50900000000001,415.916,57.4908,103.036,,,,,,0.00916,0.01792,293.0,2.6853,117.0,26.0,2683.0,39.0,200.0,3.0,,30.145369899335577
693,10.0,3.0,62.0,Female,A11-old,ASD,5691.27,9.59268,178.0,107.875,7.040369999999999,78.0,126.059,7.340669999999999,61.0799,3.0,17.0,85.0,0.0,0.0,14.0,32.43,3.0,9.8,257.124,186.42,95.5289,231.265,62.1622,216.283,,,,,,0.00785,0.02181,124.0,0.9741,38.0,6.0,9102.0,24.0,251.0,2.0,,1.6737869457577759
694,10.0,3.0,63.0,Female,A11-old,ASD,3083.53,5.25823,87.0,107.40700000000001,1.63497,32.0,51.9519,2.002,39.9488,4.0,16.0,80.0,0.0,0.0,12.0,26.8,2.0,6.485,211.47799999999998,242.24200000000002,112.946,370.704,65.7324,123.757,,,,,,0.01272,0.01966,25.0,0.318,40.0,14.0,5740.0,25.0,126.0,2.0,,24.9713324205549
695,10.0,3.0,64.0,Female,A11-old,ASD,4834.91,8.20883,146.0,101.235,0.6339670000000001,54.0,60.3937,0.834167,53.2225,15.0,5.0,25.0,0.0,0.0,13.0,30.7,1.0,9.42,254.655,141.375,113.18,326.793,47.8145,132.766,,,,,,0.01097,0.030660000000000003,275.0,3.0183,47.0,7.0,6617.0,36.0,158.0,1.0,,21.110129493710275
