,Round,Cycle,MouseID,Gender,Donor,ASD_diagnosis,OFT_Distance,OFT_velocity,OFT_LrgCntr_freq,OFT_LrgCntr_duration,OFT_LrgCntr_latency,OFT_SmlCntr_freq,OFT_SmlCntr_duration,OFT_SmlCntr_latency,OFT_Movement,MB_visible,MB_buried,MB_percentBuried,DSI_Agrsn_freq,DSI_Agrsn_duration,DSI_Social_freq,DSI_Social_duration,DSI_Groom_freq,DSI_Groom_Duration,SI_Habit_Social,SI_Habit_Cntr,SI_Habit_NonSocial,SI_Sociability_Social,SI_Sociability_Cntr,SI_Sociability_NonSocial,Unnamed: 30,Unnamed: 31,Unnamed: 32,USV_freq,USV_Duration,DSI_USV_median,DSI_USV_StdDev,DSI_USV_Freq,DSI_USV_Duration,DSI_USV_Slbl_num,DSI_USV_Slbl_Duration,DSI_USV_Slbl_Gap_Length,DSI_USV_Slbl_Bout_freq,DSI_USV_Slbl_Bout_gap,DSI_USV_Slbl_SlblPerBout,Unnamed: 45,SI_index
0,1.0,1.0,1.0,Female,C1,NT,2763.6,5.08254,113.0,141.141,0.0,63.0,187.921,0.8008,49.2161,17.0,3.0,15.0,,,,,,,176.77700000000002,174.708,174.708,326.126,102.369,145.612,,,,,,,,,,,,,,,,,19.13286612484049
1,1.0,1.0,2.0,Female,C1,NT,2574.93,4.59349,89.0,103.704,16.2829,56.0,191.12400000000002,17.1505,47.3479,12.0,8.0,40.0,,,,,,,175.30900000000003,201.40099999999998,178.378,245.37900000000002,99.6997,230.63099999999997,,,,,,,,,,,,,,,,,1.5491271191781735
2,1.0,1.0,3.0,Female,C1,NT,1600.45,2.86944,32.0,103.43700000000001,25.4254,9.0,25.1585,48.9823,33.4594,19.0,1.0,5.0,,,,,,,268.936,162.963,147.94799999999998,285.085,78.7454,209.476,,,,,,,,,,,,,,,,,7.644051997630214
3,1.0,1.0,4.0,Female,C1,NT,1698.48,3.02565,33.0,28.295,18.285,6.0,13.7471,125.19200000000001,32.3807,17.0,3.0,15.0,,,,,,,327.661,167.968,90.8909,324.191,89.5562,149.016,,,,,,,,,,,,,,,,,18.50934157778731
4,1.0,1.0,5.0,Male,C1,NT,3192.95,5.46753,85.0,67.9346,13.013,40.0,72.8729,18.7521,58.6234,18.0,2.0,10.0,,,,,,,217.551,162.095,146.813,257.124,111.645,162.029,,,,32.0,0.1018,,,,,,,,,,,,11.343709814793165
5,1.0,1.0,6.0,Male,C1,NT,4330.52,7.54568,130.0,86.6867,0.467133,54.0,68.7354,0.867534,67.4969,14.0,6.0,30.0,,,,,,,162.496,188.52200000000002,213.547,264.598,111.044,200.4,,,,737.0,9.2857,,,,,,,,,,,,6.9030404431847
6,1.0,1.0,7.0,Male,C1,NT,4046.53,7.18536,107.0,90.0234,10.4104,44.0,44.3777,10.6106,63.3381,16.0,4.0,20.0,,,,,,,160.42700000000002,200.93400000000003,190.72400000000002,283.41700000000003,113.447,176.51,,,,1014.0,23.3664,,,,,,,,,,,,11.622170474879717
7,1.0,1.0,8.0,Male,C1,NT,4007.3,6.94855,108.0,99.2993,6.740069999999999,39.0,48.9156,7.14047,65.3397,18.0,2.0,10.0,,,,,,,200.4,212.012,166.834,251.585,103.43700000000001,216.416,,,,517.0,17.8983,,,,,,,,,,,,3.757363766316743
8,1.0,1.0,9.0,Female,C1,NT,3403.8,6.14677,66.0,74.7414,10.5439,26.0,27.6944,10.8775,57.7338,11.0,9.0,45.0,,,,,,,194.328,183.11599999999999,186.453,242.709,93.62700000000001,221.555,,,,,,,,,,,,,,,,,2.2782296279702976
20,1.0,1.0,22.0,Male,A24-new,ASD,3491.77,6.09767,80.0,94.5612,0.2002,42.0,57.1238,0.4004,58.123000000000005,13.0,7.0,35.0,,,,,,,235.102,214.34799999999998,134.334,300.767,81.2813,205.138,,,,574.0,4.9328,,,,,,,,,,,,9.451280378727233
21,1.0,1.0,23.0,Male,A24-new,ASD,3885.93,6.6352199999999995,60.0,45.2452,7.073739999999999,19.0,16.0828,7.474139999999999,64.2166,15.0,5.0,25.0,,,,,,,198.532,183.917,171.171,247.447,91.0911,225.75900000000001,,,,247.0,2.7434,,,,,,,,,,,,2.29160238881164
22,1.0,1.0,24.0,Female,A24-new,ASD,3398.18,5.87876,106.0,189.523,0.0,30.0,51.0511,10.4104,52.5297,15.0,5.0,25.0,,,,,,,169.36900000000003,132.466,263.46299999999997,343.744,75.2753,150.751,,,,,,,,,,,,,,,,,19.514150800311427
23,1.0,1.0,25.0,Female,A24-new,ASD,4380.32,7.68157,115.0,88.7554,0.0,41.0,88.1548,0.2002,68.1085,9.0,11.0,55.0,,,,,,,161.762,233.967,147.08,365.966,98.2316,120.12,,,,,,,,,,,,,,,,,25.28832346539501
24,1.0,1.0,26.0,Female,A24-new,ASD,3771.26,7.0490699999999995,77.0,68.7354,7.207210000000001,27.0,35.5022,9.07574,57.6337,7.0,13.0,65.0,,,,,,,189.79,209.543,181.048,260.594,109.51,212.88,,,,,,,,,,,,,,,,,5.038713847011657
25,1.0,1.0,27.0,Female,A24-new,ASD,4165.67,7.561789999999999,98.0,83.1498,1.93527,50.0,56.4565,2.13547,58.8013,14.0,6.0,30.0,,,,,,,199.399,237.771,150.484,258.525,80.1468,246.24599999999998,,,,,,,,,,,,,,,,,1.2162941214927159
26,1.0,1.0,28.0,Male,A24-new,ASD,5612.4,9.708169999999999,107.0,59.9266,7.60761,44.0,45.5122,7.807810000000001,74.0687,6.0,14.0,70.0,,,,,,,239.173,150.684,187.855,254.988,67.6677,250.317,,,,595.0,5.3219,,,,,,,,,,,,0.4621960993855154
27,1.0,1.0,29.0,Male,A24-new,ASD,5188.84,9.03284,141.0,74.7414,0.867534,52.0,40.5072,8.14147,70.844,11.0,9.0,45.0,,,,,,,145.812,163.83,260.327,197.06400000000002,129.062,239.97299999999998,,,,1417.0,19.8852,,,,,,,,,,,,-4.909080924498383
28,1.0,1.0,30.0,Female,A24-new,ASD,3169.88,5.81191,91.0,86.2196,0.133466,43.0,75.342,0.0,56.3723,15.0,5.0,25.0,,,,,,,308.108,141.942,110.244,345.81199999999995,78.6787,166.09900000000002,,,,,,,,,,,,,,,,,17.553148887208906
29,1.0,1.0,31.0,Female,A24-new,ASD,4026.58,7.041460000000001,87.0,41.8418,17.1505,34.0,28.4952,17.5509,60.0756,14.0,6.0,30.0,,,,,,,76.4765,282.683,229.363,173.24,128.46200000000002,252.85299999999998,,,,,,,,,,,,,,,,,-9.342209329888071
30,1.0,1.0,32.0,Female,A24-new,ASD,3772.02,7.18583,118.0,100.367,7.474139999999999,50.0,78.8789,7.74107,60.5872,12.0,8.0,40.0,,,,,,,127.728,221.622,226.69299999999998,291.758,80.8809,218.018,,,,,,,,,,,,,,,,,7.232588430997147
31,1.0,1.0,33.0,Female,A24-new,ASD,4891.91,9.33705,126.0,81.1478,10.0767,55.0,49.7831,10.6106,69.5952,14.0,6.0,30.0,,,,,,,164.298,148.482,258.392,237.905,83.0163,253.387,,,,,,,,,,,,,,,,,-1.5756413701016925
32,1.0,1.0,35.0,Female,A24-new,ASD,4089.96,7.427060000000001,102.0,78.6119,0.467133,45.0,74.8081,0.0,62.1817,15.0,5.0,25.0,,,,,,,234.168,181.648,126.79299999999999,251.185,70.8709,257.39099999999996,,,,,,,,,,,,,,,,,-0.6101349650789629
33,1.0,1.0,35.0,Male,A24-new,ASD,3855.53,6.84133,115.0,78.345,0.867534,66.0,88.0214,1.33467,66.0698,7.0,13.0,65.0,,,,,,,256.39,175.175,154.621,225.292,116.45,245.112,,,,1063.0,47.8241,,,,,,,,,,,,-2.1066997729611145
34,1.0,1.0,36.0,Female,A24-new,ASD,4495.27,8.04221,150.0,134.80100000000002,0.0,57.0,63.1965,0.133466,70.0545,15.0,5.0,25.0,,,,,,,87.5542,244.645,211.87900000000002,241.975,108.44200000000001,229.162,,,,,,,,,,,,,,,,,1.359795558404457
35,1.0,1.0,37.0,Female,A24-new,ASD,5124.85,9.224739999999999,143.0,70.6707,4.67134,76.0,71.33800000000001,5.07174,72.0004,10.0,10.0,50.0,,,,,,,232.49900000000002,145.879,185.452,294.962,98.1648,179.847,,,,,,,,,,,,,,,,,12.12224283869935
36,1.0,1.0,38.0,Female,A24-new,ASD,3992.69,7.43697,131.0,96.4965,5.13847,65.0,66.9336,5.538869999999999,62.5598,8.0,12.0,60.0,,,,,,,231.965,173.574,155.95600000000002,266.26599999999996,94.2276,212.88,,,,,,,,,,,,,,,,,5.570953321117152
37,1.0,1.0,39.0,Female,C1,NT,5171.05,9.03968,96.0,52.6527,17.017,33.0,33.033,61.1278,72.4008,8.0,12.0,60.0,,,,,,,144.47799999999998,163.297,256.52299999999997,313.714,77.8779,192.793,,,,,,,,,,,,,,,,,11.936755069525198
38,1.0,1.0,40.0,Male,C1,NT,3589.13,6.32594,78.0,72.7394,0.0,30.0,65.2653,31.8986,60.4804,13.0,7.0,35.0,,,,,,,255.455,180.18,144.011,262.796,95.2286,219.419,,,,106.0,0.3579,,,,,,,,,,,,4.497682568978561
39,1.0,1.0,41.0,Male,C1,NT,3551.97,6.210780000000001,89.0,69.8699,0.0,36.0,99.4328,10.6106,59.8465,19.0,1.0,5.0,,,,,,,278.278,144.411,134.201,211.47799999999998,125.926,248.715,,,,390.0,17.9951,,,,,,,,,,,,-4.045802521985344
40,1.0,1.0,42.0,Male,C1,NT,5244.91,9.22476,136.0,99.0991,1.5348700000000002,56.0,88.355,7.14047,75.1557,19.0,1.0,5.0,,,,,,,250.25,146.613,180.247,291.158,90.7574,199.132,,,,1.0,0.0002,,,,,,,,,,,,9.384853862000043
41,1.0,1.0,43.0,Male,C1,NT,3751.19,6.3964,91.0,68.8689,1.4014,26.0,64.6647,6.40641,59.5641,13.0,7.0,35.0,,,,,,,229.296,189.32299999999998,143.477,185.58599999999998,144.144,213.88099999999997,,,,1179.0,15.9818,,,,,,,,,,,,-3.5415941742371757
42,1.0,1.0,44.0,Male,C1,NT,2303.66,4.08524,72.0,101.101,31.9653,26.0,73.8739,94.4945,44.117,20.0,0.0,0.0,,,,,,,235.435,155.088,190.99099999999999,317.05,70.337,189.72299999999998,,,,204.0,1.128,,,,,,,,,,,,12.562527995769308
43,1.0,1.0,46.0,Female,A24-new,ASD,3622.66,6.572089999999999,81.0,62.9296,25.4254,27.0,89.4895,25.8926,61.4769,18.0,2.0,10.0,,,,,,,93.1598,212.34599999999998,253.72,331.798,48.315,191.458,,,,,,,,,,,,,,,,,13.410261898573559
44,1.0,1.0,46.0,Male,A24-new,ASD,3300.87,5.636880000000001,105.0,91.2246,6.27294,43.0,148.68200000000002,7.340669999999999,58.4853,16.0,4.0,20.0,,,,,,,261.528,199.666,128.328,323.323,80.0801,173.04,,,,69.0,0.3854,,,,,,,,,,,,15.138416844124166
45,1.0,1.0,47.0,Female,A24-new,ASD,4145.2,7.644080000000001,89.0,69.0691,11.4781,26.0,47.7811,33.6336,63.423,3.0,17.0,85.0,,,,,,,152.286,171.905,258.659,314.448,50.5172,192.192,,,,,,,,,,,,,,,,,12.06537186167693
46,1.0,1.0,48.0,Female,A24-new,ASD,3194.97,6.21775,98.0,77.4107,60.1268,26.0,27.026999999999997,60.3937,55.3492,8.0,12.0,60.0,,,,,,,204.805,149.416,167.1,194.928,113.58,250.45,,,,,,,,,,,,,,,,,-6.2331323055921075
47,1.0,1.0,49.0,Female,A24-new,ASD,3884.02,7.344110000000001,111.0,82.1488,11.5449,52.0,46.7801,18.285,60.3981,9.0,11.0,55.0,,,,,,,188.188,220.354,170.37,338.939,67.4675,182.24900000000002,,,,,,,,,,,,,,,,,15.032003806687783
99,2.0,1.0,42.0,Male,A11-old,ASD,3078.08,5.2832099999999995,58.0,39.306,3.0363700000000002,24.0,33.1331,3.4367699999999997,40.2636,8.0,12.0,60.0,,,,,,,169.57,249.81599999999997,154.922,257.591,74.1408,240.674,,,,,,,,,,,,,,,,,1.6975906395191345
100,2.0,1.0,43.0,Male,A11-old,ASD,4469.81,7.4763,100.0,41.4081,2.66934,43.0,35.4688,3.13647,48.849,9.0,11.0,55.0,,,,,,,148.749,179.947,199.666,278.846,57.324,262.329,,,,,,,,,,,,,,,,,1.5260313207372889
101,2.0,1.0,44.0,Male,A11-old,ASD,3793.11,6.3222,92.0,61.8619,1.7017,36.0,66.2663,2.23557,47.2531,3.0,17.0,85.0,,,,,,,90.2236,300.968,194.02700000000002,235.602,113.514,240.274,,,,,,,,,,,,,,,,,-0.4908841799124133
102,2.0,1.0,45.0,Male,A11-old,ASD,3477.36,6.19451,67.0,39.7064,13.3467,29.0,87.0871,13.8138,42.0262,7.0,13.0,65.0,,,,,,,173.207,245.37900000000002,162.66299999999998,209.476,66.333,317.184,,,,598.0,17.16,,,,,,,,,,,,-10.225572475600963
103,2.0,1.0,47.0,Male,A11-old,ASD,6070.32,10.2737,143.0,75.8091,1.5015,63.0,61.8619,1.9019,57.5043,2.0,18.0,90.0,,,,,,,126.059,172.27200000000002,274.274,216.083,134.835,248.248,,,,373.0,6.629,,,,,,,,,,,,-3.4635852441469623
104,2.0,1.0,48.0,Male,A11-old,ASD,6416.48,10.7239,145.0,90.4238,13.1131,57.0,43.3767,13.3467,61.4636,14.0,6.0,30.0,,,,,,,231.13099999999997,192.459,156.957,295.195,92.5926,173.574,,,,,,,,,,,,,,,,,12.972380852829431
105,2.0,1.0,49.0,Male,A11-old,ASD,5863.56,9.8278,120.0,63.5969,2.26893,48.0,42.9429,2.53587,58.9501,5.0,15.0,75.0,,,,,,,176.00900000000001,176.977,225.926,190.09,83.2833,312.613,,,,338.0,4.1930000000000005,,,,,,,,,,,,-12.18642021233213
106,2.0,1.0,50.0,Male,A11-old,ASD,5254.06,8.903830000000001,158.0,109.54299999999999,2.26893,72.0,111.645,2.56923,55.6303,3.0,17.0,85.0,,,,,,,132.966,251.952,205.50599999999997,270.77099999999996,90.8575,232.666,,,,478.0,16.868,,,,,,,,,,,,3.7844854470370635
107,2.0,1.0,51.0,Male,A11-old,ASD,4212.31,7.23124,107.0,50.2836,9.74308,33.0,52.5526,10.0434,50.1168,10.0,10.0,50.0,,,,,,,267.601,250.11700000000002,69.4027,228.762,126.66,226.66,,,,801.0,22.5,,,,,,,,,,,,0.23077497354102405
108,2.0,1.0,52.0,Male,A11-old,ASD,3766.61,6.36332,63.0,38.4718,20.4204,20.0,13.9473,20.8542,44.4284,15.0,5.0,25.0,,,,,,,216.683,177.74400000000003,179.479,190.09,166.7,208.175,,,,201.0,2.305,,,,,,,,,,,,-2.2704731774069984
109,2.0,1.0,53.0,Male,A11-old,ASD,5532.44,9.27748,99.0,43.677,2.06873,33.0,21.2546,24.3911,59.3528,6.0,14.0,70.0,,,,,,,277.311,116.383,167.0,289.45599999999996,88.2549,201.201,,,,400.0,6.167999999999999,,,,,,,,,,,,8.993553541476018
110,2.0,1.0,54.0,Male,A11-old,ASD,6755.36,11.4035,145.0,78.8455,11.645,61.0,63.5969,33.1331,66.1088,6.0,14.0,70.0,,,,,,,227.861,167.834,177.27700000000002,216.416,187.15400000000002,173.707,,,,184.0,2.036,,,,,,,,,,,,5.473786472471502
111,2.0,1.0,55.0,Female,A11-old,ASD,5242.36,8.80534,96.0,54.1542,2.56923,29.0,61.8285,20.2536,54.9655,16.0,4.0,20.0,,,,,,,212.77900000000002,215.61599999999999,143.51,211.645,124.925,247.447,,,,,,,,,,,,,,,,,-3.8992184573026734
112,2.0,1.0,56.0,Female,A11-old,ASD,6366.45,10.6576,201.0,113.84700000000001,0.4004,85.0,96.8302,0.6006,62.5667,13.0,7.0,35.0,,,,,,,201.268,172.873,172.30599999999998,225.125,104.238,253.053,,,,,,,,,,,,,,,,,-2.920251454479292
113,2.0,1.0,57.0,Female,A11-old,ASD,4398.8,7.4654300000000005,103.0,72.339,8.07474,36.0,74.4411,35.5355,53.6088,10.0,10.0,50.0,,,,,,,190.39,286.987,104.037,280.848,102.102,205.005,,,,,,,,,,,,,,,,,7.80513859130231
114,2.0,1.0,58.0,Female,A11-old,ASD,4329.66,7.441210000000001,98.0,38.5052,4.5045,37.0,67.0003,33.5002,48.6822,9.0,11.0,55.0,,,,,,,223.39,202.33599999999998,157.791,212.74599999999998,113.74700000000001,258.425,,,,,,,,,,,,,,,,,-4.847390862340852
115,2.0,1.0,59.0,Female,A11-old,ASD,4185.98,7.1292800000000005,112.0,90.0901,5.13847,43.0,115.58200000000001,18.1849,50.9342,11.0,9.0,45.0,,,,,,,120.087,216.817,242.176,224.525,112.713,259.159,,,,,,,,,,,,,,,,,-3.58023006756477
116,2.0,1.0,60.0,Female,A11-old,ASD,3504.73,6.14502,97.0,99.7998,14.3477,51.0,61.695,15.1818,42.0207,7.0,13.0,65.0,,,,,,,199.132,222.122,160.06,176.94400000000002,95.5289,314.181,,,,,,,,,,,,,,,,,-13.971697632985489
117,2.0,1.0,61.0,Female,A11-old,ASD,4153.9,7.59053,87.0,57.5242,3.8371699999999995,36.0,31.7317,4.1041,48.0483,14.0,6.0,30.0,,,,,,,272.20599999999996,194.09400000000002,85.3854,284.785,168.468,126.426,,,,,,,,,,,,,,,,,19.25519988521708
118,2.0,1.0,62.0,Female,A11-old,ASD,4194.61,7.4598,107.0,79.4795,11.1111,36.0,92.626,11.5449,47.6368,16.0,4.0,20.0,,,,,,,253.053,233.6,94.4945,294.428,46.9469,241.842,,,,,,,,,,,,,,,,,4.902940682864973
160,3.0,1.0,28.0,Male,N5,NT,5954.47,10.0703,158.0,68.1014,4.2042,64.0,42.1421,16.6166,63.3508,16.0,4.0,20.0,,,,,,,190.657,233.467,144.04399999999998,307.407,97.3307,192.75900000000001,,,,628.0,21.011999999999997,,,,,,,,,,,,11.460994949676703
161,3.0,1.0,29.0,Male,N5,NT,5349.23,8.9268,115.0,46.2129,0.8008,47.0,32.666,0.0,55.4715,14.0,6.0,30.0,,,,,,,184.31799999999998,214.18099999999998,168.30200000000002,387.88800000000003,53.9873,142.142,,,,754.0,29.066999999999997,,,,,,,,,,,,23.1822727015452
162,3.0,1.0,30.0,Male,N5,NT,4195.56,7.089589999999999,73.0,37.2372,0.333667,19.0,19.5863,0.0,52.6023,11.0,9.0,45.0,,,,,,,212.84599999999998,126.994,198.832,204.00400000000002,93.62700000000001,291.592,,,,938.0,41.931999999999995,,,,,,,,,,,,-8.836633064027957
163,3.0,1.0,31.0,Male,N5,NT,4785.65,8.12381,100.0,80.4137,4.07074,34.0,32.1655,5.40541,53.1194,17.0,3.0,15.0,,,,,,,165.43200000000002,146.113,248.549,249.75,136.436,194.46099999999998,,,,954.0,40.114000000000004,,,,,,,,,,,,6.223281278491527
164,3.0,1.0,32.0,Male,N5,NT,5003.37,8.448889999999999,97.0,57.7911,4.5045,29.0,32.4992,73.1398,52.8277,13.0,7.0,35.0,,,,,,,174.107,222.89,166.433,229.02900000000002,53.8205,312.17900000000003,,,,213.0,2.489,,,,,,,,,,,,-7.681889402965226
165,3.0,1.0,33.0,Male,N5,NT,3502.31,5.87409,64.0,34.9683,56.1562,26.0,20.9209,56.5899,43.0796,19.0,1.0,5.0,,,,,,,317.48400000000004,170.938,57.1905,305.272,82.7494,189.389,,,,613.0,9.988999999999999,,,,,,,,,,,,11.71337542276428
166,3.0,1.0,34.0,Male,N5,NT,5921.96,9.87543,146.0,65.5989,4.97164,60.0,41.7751,32.0988,62.4367,15.0,5.0,25.0,,,,,,,269.16900000000004,146.513,143.71,291.491,57.0237,248.18200000000002,,,,413.0,5.569,,,,,,,,,,,,4.01252239782238
167,3.0,1.0,35.0,Male,N5,NT,5201.08,8.79415,159.0,88.3217,36.2696,66.0,101.535,45.4454,56.5645,18.0,2.0,10.0,,,,,,,205.53900000000002,192.25900000000001,181.949,310.41,52.7194,219.18599999999998,,,,519.0,22.999000000000002,,,,,,,,,,,,8.612602814220658
196,3.0,1.0,64.0,Female,N5,NT,6509.3,11.0755,194.0,83.71700000000001,3.13647,77.0,75.0083,30.5639,66.5925,12.0,8.0,40.0,,,,,,,264.765,168.535,156.32299999999998,263.33,176.977,113.947,,,,,,,,,,,,,,,,,19.797522775043277
197,3.0,1.0,65.0,Female,N5,NT,8116.88,13.7584,169.0,69.2025,3.6036,76.0,82.0153,3.8038,65.4637,16.0,4.0,20.0,,,,,,,201.00099999999998,180.18,189.59,320.053,104.671,150.417,,,,,,,,,,,,,,,,,18.028354624099293
198,3.0,1.0,66.0,Female,N5,NT,5248.76,8.79636,129.0,53.3534,16.8502,64.0,54.9883,25.1919,57.1897,18.0,2.0,10.0,,,,,,,256.89,199.166,99.0991,207.908,226.36,143.77700000000002,,,,,,,,,,,,,,,,,9.117676329670012
199,3.0,1.0,67.0,Female,N5,NT,6815.3,11.6014,172.0,81.0811,0.5005,69.0,63.6303,0.8008,61.905,16.0,4.0,20.0,,,,,,,213.08,177.544,172.97299999999998,302.703,94.0607,196.33,,,,,,,,,,,,,,,,,10.65791240258659
200,3.0,1.0,68.0,Female,N5,NT,5270.48,9.030710000000001,125.0,75.1084,10.377,40.0,65.3654,10.7107,57.1262,19.0,1.0,5.0,,,,,,,141.175,226.99400000000003,159.19299999999998,282.416,89.6897,222.122,,,,,,,,,,,,,,,,,5.975169362862651
201,3.0,1.0,69.0,Female,N5,NT,7380.24,12.4675,147.0,59.1925,15.2819,64.0,46.04600000000001,85.986,65.6175,15.0,5.0,25.0,,,,,,,175.30900000000003,193.12599999999998,195.162,276.276,87.8879,223.69,,,,,,,,,,,,,,,,,5.258957609117424
202,3.0,1.0,70.0,Female,N5,NT,6593.69,11.1482,172.0,92.993,9.80981,76.0,52.7861,20.2536,63.599,14.0,6.0,30.0,,,,,,,149.416,196.89700000000002,218.952,248.415,61.7618,280.08,,,,,,,,,,,,,,,,,-2.995771010132543
203,3.0,1.0,71.0,Female,N5,NT,5225.76,9.03728,97.0,38.3717,0.0,27.0,48.1148,8.04137,52.5385,5.0,15.0,75.0,,,,,,,122.22200000000001,239.773,194.261,216.65,69.8365,261.762,,,,,,,,,,,,,,,,,-4.71476467981573
204,3.0,1.0,72.0,Female,N5,NT,4527.5,7.5534,130.0,89.7564,0.233566,51.0,44.2442,0.0,52.6635,18.0,2.0,10.0,,,,,,,108.876,241.24099999999999,202.803,222.75599999999997,144.645,191.625,,,,,,,,,,,,,,,,,3.756325700261357
205,3.0,1.0,73.0,Female,N5,NT,4862.16,8.20398,131.0,70.9042,12.6126,60.0,46.0461,13.1131,52.2742,3.0,17.0,85.0,,,,,,,149.483,258.258,150.784,269.703,120.854,162.963,,,,,,,,,,,,,,,,,12.335149977118604
206,3.0,1.0,74.0,Female,N5,NT,3560.52,6.263730000000001,59.0,66.2996,14.7147,23.0,17.6176,27.3607,42.3599,11.0,9.0,45.0,,,,,,,276.97700000000003,193.227,101.66799999999999,346.647,63.7971,185.452,,,,,,,,,,,,,,,,,15.147087290147141
207,3.0,1.0,75.0,Female,N5,NT,4887.86,8.622069999999999,145.0,78.1782,10.1101,48.0,46.5799,10.3103,51.8294,16.0,4.0,20.0,,,,,,,243.77700000000002,213.58,115.015,274.107,100.53399999999999,218.61900000000003,,,,,,,,,,,,,,,,,5.630715651295041
566,9.0,3.0,1.0,Male,C1,NT,4565.92,7.60987,101.0,54.7214,17.4508,42.0,38.7721,17.7177,53.7396,18.0,2.0,10.0,0.0,0.0,21.0,73.465,4.0,1.38,128.061,245.179,154.588,200.36700000000002,106.139,274.975,,,,,,0.00727,0.01771,140.0,1.0189,71.0,11.0,2991.0,37.0,158.0,2.0,,-7.847823251469471
567,9.0,3.0,2.0,Male,C1,NT,4606.63,7.68969,145.0,68.3684,8.67534,61.0,91.4248,8.97564,52.5218,19.0,1.0,5.0,0.0,0.0,17.0,22.0,5.0,12.69,227.895,168.135,105.839,214.114,95.7291,239.50599999999997,,,,,,0.0114,0.02203,162.0,1.8482,49.0,11.0,4266.0,18.0,158.0,3.0,,-2.798818394250695
568,9.0,3.0,3.0,Male,C1,NT,3706.65,6.179119999999999,127.0,108.509,2.2022,40.0,26.9603,2.4024,44.6255,13.0,7.0,35.0,0.0,0.0,15.0,38.165,0.0,0.0,102.803,230.33,174.74099999999999,219.453,85.9193,277.144,,,,,,0.00978,0.01933,64.0,0.6262,7.0,26.0,49440.0,6.0,200.0,1.0,,-5.808633560009426
569,9.0,3.0,4.0,Male,C1,NT,4120.61,6.86768,91.0,71.3046,4.37104,35.0,51.2512,9.409410000000001,46.9777,14.0,6.0,30.0,0.0,0.0,21.0,56.82,1.0,6.535,231.665,178.378,127.12700000000001,257.524,85.8859,216.61700000000002,,,,,,0.00448,0.00547,12.0,0.0538,2.0,7.0,130670.0,2.0,125893.0,1.0,,4.313801168850617
570,9.0,3.0,5.0,Male,A3-old,ASD,4502.77,7.5046100000000004,158.0,125.292,14.3477,65.0,96.7301,30.8308,53.6117,16.0,4.0,20.0,0.0,0.0,6.0,8.545,5.0,10.355,140.207,144.97799999999998,292.793,245.946,50.8842,251.351,,,,,,0.002,0.008029999999999999,123.0,0.246,,,,,,,,-0.5434378248813161
571,9.0,3.0,6.0,Male,A3-old,ASD,4670.04,7.84403,137.0,74.4411,16.016,69.0,80.1468,16.383,51.1483,13.0,7.0,35.0,0.0,0.0,10.0,19.445,4.0,7.965,246.64700000000002,153.02,97.2306,290.49,62.5292,173.207,,,,,,0.006840000000000001,0.01223,47.0,0.3216,20.0,14.0,16993.0,12.0,100.0,2.0,,12.646512701182019
572,9.0,3.0,7.0,Male,A3-old,ASD,4376.36,7.29758,98.0,85.4521,0.0,38.0,57.0237,3.1031,50.4421,14.0,6.0,30.0,0.0,0.0,10.0,39.585,3.0,8.43,145.91299999999998,213.41299999999998,210.91099999999997,210.644,56.3564,296.43,,,,,,0.006790000000000001,0.01475,379.0,2.5735,165.0,11.0,2135.0,61.0,158.0,3.0,,-8.458923155200225
573,9.0,3.0,8.0,Male,A3-old,ASD,3918.77,6.53528,87.0,57.8579,3.26994,33.0,36.7034,12.6126,47.8841,14.0,6.0,30.0,0.0,0.0,18.0,37.855,1.0,0.66,162.062,155.389,226.593,259.82599999999996,45.5456,220.08700000000002,,,,,,0.00976,0.02169,257.0,2.5103,65.0,13.0,5504.0,21.0,251.0,3.0,,4.140229583278625
574,9.0,3.0,9.0,Male,N5,NT,4115.21,6.8583,115.0,63.9973,20.3537,45.0,45.5455,22.1889,49.1492,18.0,2.0,10.0,2.0,26.885,20.0,68.295,3.0,0.85,198.832,263.163,125.626,165.399,77.8445,321.822,,,,,,0.01957,0.04832,347.0,6.7927,170.0,28.0,2023.0,62.0,158.0,3.0,,-16.05257162560727
575,9.0,3.0,10.0,Male,N5,NT,4068.36,6.7949600000000006,91.0,52.68600000000001,11.5115,34.0,37.671,11.7451,48.5932,19.0,1.0,5.0,0.0,0.0,12.0,34.295,2.0,6.95,115.382,210.043,254.988,264.932,84.351,197.097,,,,,,0.01323,0.038810000000000004,42.0,0.5557,10.0,14.0,14742.0,6.0,100.0,2.0,,7.34098941841313
576,9.0,3.0,11.0,Male,N5,NT,3824.41,6.37367,92.0,52.0854,22.1221,34.0,47.3807,22.3223,49.1548,16.0,4.0,20.0,0.0,0.0,14.0,46.185,0.0,0.0,134.067,294.394,151.618,261.061,54.7214,269.97,,,,,,0.0063,0.009559999999999999,69.0,0.4347,7.0,5.0,22743.0,2.0,19953.0,4.0,,-0.8388399170669842
577,9.0,3.0,12.0,Male,N5,NT,4845.29,8.08088,135.0,80.2135,0.0,56.0,58.8255,14.1475,55.8441,19.0,1.0,5.0,8.0,21.645,35.0,87.865,2.0,6.895,152.186,271.27099999999996,134.334,248.148,80.0134,212.34599999999998,,,,,,0.0018,0.00517,155.0,0.2797,30.0,7.0,11479.0,19.0,158.0,2.0,,3.8873470664112872
