combo mu_0 effect n theta nb.error t Welch log Wilcoxan nb nb.x2 nb.perm qp
1 4 1 10 0.5 0 0.756613345726561 0.758069381797566 0.963935302709908 0.907295694089288 0.749250749250749 0.722471922336385 0.759620189905047 0.745601227270412
1 4 1 10 0.5 0 0.198324905585618 0.211242942180174 0.579212144222807 0.96907323223102 0.11988011988012 0.143880469505106 0.201899050474763 0.13867625409097
1 4 1 10 0.5 0 0.687906820090025 0.688152318154483 0.753367262243735 0.786499115911397 0.679320679320679 0.723462453441949 0.681159420289855 0.681746254805192
1 4 1 10 0.5 0 0.421015880641084 0.423347338834241 0.663123023797191 0.674451549998452 0.425574425574426 0.394439350789667 0.416791604197901 0.401115416014638
1 4 1 10 0.5 0 0.0537771820971847 0.064110492609986 0.0435014666090902 0.0614992057735869 0.040959040959041 0.0281420843505792 0.0514742628685657 0.0387454499696502
1 4 1 10 0.5 0 0.357939666006235 0.358344499392588 0.478391006689292 0.906404796916584 0.407592407592408 0.37472180424362 0.370814592703648 0.365074133912699
1 4 1 10 0.5 0 0.506331655897848 0.513747033706264 0.74391184348496 0.3738599489588 0.401598401598402 0.305900686006535 0.549725137431284 0.449077109964246
1 4 1 10 0.5 0 0.224681865335723 0.228001229827576 0.37709493325906 0.510165186728679 0.253746253746254 0.248842994230023 0.233383308345827 0.214027693263754
1 4 1 10 0.5 0 0.876523389362971 0.876680127001348 0.575807094113998 0.5869788480331 0.877122877122877 0.884396262787173 0.88455772113943 0.875833867556205
1 4 1 10 0.5 0 0.772530783451577 0.772794154177054 0.917419192843375 0.726617750230798 0.791208791208791 0.750607270312758 0.780109945027486 0.767463732265575
1 4 1 10 0.5 0 0.0443610474933073 0.0546836494284338 0.0338855337230902 0.0489358890629758 0.01998001998002 0.0175165919386381 0.031984007996002 0.0265748375245929
1 4 1 10 0.5 0 0.661558552491693 0.66250566206872 0.853213436495013 1 0.671328671328671 0.599646260373292 0.67416291854073 0.650450353613735
1 4 1 10 0.5 0 0.0967862879963269 0.104077382490833 0.0756410801168445 0.0922940780367586 0.0659340659340659 0.0571237043536295 0.071464267866067 0.0716980796208514
1 4 1 10 0.5 0 0.066124586975813 0.0674435967697763 0.0288116770320002 0.0347201974258921 0.0889110889110889 0.073543805311511 0.0749625187406297 0.0694391294757669
1 4 1 10 0.5 0 0.479129414941344 0.47988632094898 0.45350254330276 0.494828227876706 0.478521478521479 0.478242074441311 0.492253873063468 0.467114642514488
1 4 1 10 0.5 0 0.176935213714634 0.176988865605424 0.106444364825958 0.140674118629499 0.226773226773227 0.232730778865594 0.182908545727136 0.198173312369095
