t Welch log Wilcoxan nb nb.x2 nb.perm qp combo mu_0 effect n theta
0.266038820105434 0.279239492744205 0.387339738859507 0.605557898408333 0.0734268007268461 0.0944825870075191 0.275 0.195201912081929 1 4 1 10 0.5
0.842277325454359 0.842607034669 0.428196268764447 0.468805697604769 0.862579249352231 0.862662008899849 0.17 0.841809544343751 1 4 1 10 0.5
0.585216441206026 0.586522441305659 0.71012865741445 0.813201455370165 0.49821302468354 0.501874215458839 0.636 0.571621173158814 1 4 1 10 0.5
0.148897521685381 0.159755428381503 0.246961540104185 0.394804118212286 0.0652978397014134 0.0817958226593298 0.136 0.111349381192228 1 4 1 10 0.5
0.965449102117152 0.965451261788127 0.729975385440983 0.939354904095032 0.966399155500564 0.96640018758004 0.968 0.964955862941286 1 4 1 10 0.5
0.937369457807545 0.937733149505257 0.427638804933118 0.352875005843695 0.937914547233237 0.937922978557146 0.962 0.935973388967384 1 4 1 10 0.5
0.959348368900713 0.959361768662984 0.809572053459121 0.758643955611244 0.956422775239943 0.95642482930959 0.999 0.958830909818684 1 4 1 10 0.5
0.538919398100543 0.541579679402817 0.813225640173369 0.905834768530123 0.525140700331219 0.528326496600275 0.578 0.51650375233352 1 4 1 10 0.5
0.0109865453635615 0.0143035500712654 0.00588997344779865 0.00922359129612365 0.00258135121264785 0.00699556256925539 0.015 0.00585201018047888 1 4 1 10 0.5
0.910434002848387 0.910667853528893 0.82706787148614 0.757270588846924 0.916008875309041 0.916027184205997 0.923 0.908670561184769 1 4 1 10 0.5
0.832546127505469 0.832932662165758 0.670927065863253 0.50559159252894 0.83762843780355 0.837798812911543 0.91 0.828156464947704 1 4 1 10 0.5
0.392714291562142 0.394034885960994 0.193289159969311 0.136119167076625 0.361815979369515 0.368821668768291 0.401 0.381233892824659 1 4 1 10 0.5
0.744339635405829 0.745285904341231 0.740464931112207 0.730593891746904 0.73530311472573 0.735822282918212 0.771 0.736044820507527 1 4 1 10 0.5
0.864447912789339 0.86463803582514 0.915078180303879 0.937472922362475 0.870814390510887 0.870891046648828 0.882 0.861578864507602 1 4 1 10 0.5
0.978389098667372 0.978476511899396 0.372827087836638 0.541215073762962 0.980748526163093 0.980748753010838 0.029 0.978045472843551 1 4 1 10 0.5
0.14345163875446 0.152085987544412 0.174661345746273 0.273063936836356 0.124525359717303 0.143768950568147 0.163 0.11166619749662 1 4 1 10 0.5
0.0649483007457377 0.0691046553644232 0.0213453402637128 0.0365898598925015 0.0590922167715998 0.0781456620989623 0.058 0.0629456855595334 1 4 1 10 0.5
0.540624315777106 0.542913793026009 0.987672346308983 0.935487504691238 0.572589478575626 0.576268615052188 0.613 0.52014186475812 1 4 1 10 0.5
0.267715078891883 0.274078028358617 0.536717263801181 0.564082426264563 0.271794520188541 0.283248245776551 0.299 0.231006102243887 1 4 1 10 0.5
0.108944511693295 0.121733368999954 0.107166194204763 0.132948438527823 0.0230876400175517 0.0341706597718584 0.105 0.068209595782054 1 4 1 10 0.5
0.344917923393786 0.351756331853877 0.841887478096312 0.968813210563943 0.376316808121558 0.38559547168654 0.392 0.301957483555611 1 4 1 10 0.5
0.179454057100087 0.19412907797411 0.603912709318835 1 0.0993864994627908 0.122030321000805 0.24 0.114961630964328 1 4 1 10 0.5
0.63663437777894 0.638565369219342 0.95678598264398 0.968775526640971 0.630404751612664 0.632173517654124 0.647 0.619828192111281 1 4 1 10 0.5
0.368644627091015 0.37901975766657 0.659715919339664 1 0.157931033869083 0.178950787119853 0.538 0.299038064316733 1 4 1 10 0.5
0.669643414625609 0.672905418384557 0.449166726092469 0.277475306758402 0.634038757923176 0.635989072723748 0.779 0.646014123517103 1 4 1 10 0.5
0.202608117433196 0.204445793006889 0.205512448233948 0.209184984851908 0.231771775011893 0.242572317259359 0.198 0.188074550739983 1 4 1 10 0.5
0.385949334869638 0.390178259314601 0.763678179040341 0.78820229738567 0.415154811814395 0.421843766839038 0.427 0.355565115373477 1 4 1 10 0.5
0.0906961006892221 0.103842044501951 0.189694460947508 0.245712539686612 0.0443965272813737 0.0623855085792227 0.064 0.0512725506230618 1 4 1 10 0.5
0.544707436426646 0.548042108428005 0.717805457119865 0.72969172006637 0.491860838218584 0.496655252852146 0.654 0.517387284097626 1 4 1 10 0.5
0.455663759854203 0.458011539794339 0.643106581085221 0.70310692201955 0.44977971963268 0.453899825829527 0.515 0.434713405624849 1 4 1 10 0.5
0.66688538047236 0.666903398579592 0.433414874735911 0.414429621416236 0.681130646796598 0.682101540787981 0.724 0.665848111074775 1 4 1 10 0.5
0.830883411679725 0.831202388888532 0.898238553739719 1 0.828401473347943 0.828580181030898 0.849 0.826766792701836 1 4 1 10 0.5
0.1505689334768 0.159659448757692 0.243324479053073 0.299919084443429 0.114308118291612 0.132144028091004 0.151 0.116028990310546 1 4 1 10 0.5
0.839018040037237 0.839670117305338 0.193531588718633 0.105027967235039 0.835413066713128 0.835645712858681 0.837 0.841640712891941 1 4 1 10 0.5
0.272204709443809 0.28408686982524 0.766956664661037 0.875429251101371 0.187315069305232 0.203510270715917 0.375 0.206108655904916 1 4 1 10 0.5
0.694220194687861 0.694278962247304 0.73326911517625 0.844705367162302 0.716556901209778 0.717342425027439 0.739 0.690229643693597 1 4 1 10 0.5
0.112821408807646 0.119438773527428 0.231713754630964 0.219411349766755 0.115892745517961 0.133253093699241 0.105 0.0891704004901689 1 4 1 10 0.5
0.880139747682582 0.881099820060588 0.31778634034923 0.156451185041985 0.882159539789145 0.882246785281723 0.943 0.875588556064702 1 4 1 10 0.5
0.517362398996889 0.519862175086659 0.654929852313756 0.750134749808475 0.48423091168239 0.489112363862001 0.61 0.495697635278669 1 4 1 10 0.5
0.75848849376426 0.758875370305499 0.810775925678392 1 0.709595279781361 0.71007080351619 0.784 0.75278199866148 1 4 1 10 0.5
0.128350674768222 0.134367176316357 0.158271307402097 0.16511572130588 0.21836831081217 0.237474538799221 0.466 0.107950904414857 1 4 1 10 0.5
0.703644397234596 0.705770881293354 0.70143665726803 0.67456923320429 0.700238275474348 0.701069785875412 0.76 0.689699030717311 1 4 1 10 0.5
0.025588485917511 0.0351924240150288 0.0464471538495702 0.0519801578066367 0.0148566193124505 0.0314176851912643 0.085 0.0114754371691049 1 4 1 10 0.5
0.509020125694615 0.510318326821854 0.722900880297739 0.700478005601783 0.507932624981205 0.511699151617087 0.489 0.494631393121726 1 4 1 10 0.5
0.352634355271233 0.355895601687011 0.557229617146664 0.565139988042241 0.377665386191901 0.38545867401288 0.369 0.32858128097684 1 4 1 10 0.5
0.961301028494981 0.961556348159275 0.42238852058174 0.183886175412188 0.957485604411593 0.957487927124379 0.021 0.96097426136294 1 4 1 10 0.5
0.164728287516436 0.164866696400173 0.122805059760154 0.146760531257683 0.182316037421148 0.196366704161213 0.156 0.176868559972951 1 4 1 10 0.5
0.213096820326067 0.213505982101272 0.178669058757956 0.176088178889204 0.294609384664431 0.307268093779188 0.227 0.217827756502327 1 4 1 10 0.5
0.272747736012043 0.276167133650344 0.177701437484323 0.201634395757122 0.203551279932983 0.21444097188726 0.319 0.253512222987941 1 4 1 10 0.5
0.731293542210583 0.731395586984868 0.827113733182921 0.819187188527811 0.764731319953046 0.765109189289519 0.38 0.726673568727618 1 4 1 10 0.5
0.672590405685711 0.676043635571028 0.52569364490932 0.361485527645877 0.629113066251829 0.631488178346355 0.912 0.646851590279368 1 4 1 10 0.5
0.634493372779195 0.635801549490003 0.726952441376351 0.908409653450166 0.559535651830152 0.56129720979 0.689 0.621324802867751 1 4 1 10 0.5
0.437307310060296 0.443717805014766 0.925186950226168 0.666390887805243 0.430974315363902 0.43843757643661 0.464 0.392667737770285 1 4 1 10 0.5
0.296167659004307 0.304941195978495 0.60072959815238 0.788041842890187 0.179442857416991 0.193703112245465 0.351 0.246405291524241 1 4 1 10 0.5
0.279945579392755 0.291824291594669 0.861131910002255 0.909003737343943 0.149028814736143 0.163253135800489 0.385 0.214243014465666 1 4 1 10 0.5
0.576691414172438 0.577155967982813 0.295760040633589 0.295951075958704 0.618994352316901 0.620873569300455 0.584 0.583332467732899 1 4 1 10 0.5
0.640410275134225 0.640728489785701 0.714271109503259 0.647415340908267 0.601662111239639 0.60349440117454 0.462 0.63384651285773 1 4 1 10 0.5
0.374047966583993 0.376064342451991 0.382585769342007 0.388378413377079 0.359314987455777 0.36767444128899 0.342 0.360007715000121 1 4 1 10 0.5
0.647022491116158 0.648105328656643 0.810153448726732 0.968246428384772 0.645246612551194 0.646937306321279 0.648 0.634875760143014 1 4 1 10 0.5
0.402696893826578 0.404511859148293 0.518363611298367 0.664474059314947 0.369715912691661 0.377711479102039 0.429 0.391302934112404 1 4 1 10 0.5
0.229303955156968 0.235804817640021 0.542357720131895 0.613545842223997 0.276664967696924 0.289502324002271 0.228 0.195601938155841 1 4 1 10 0.5
0.416907875136135 0.417239129889527 0.146510051501687 0.19468857569149 0.449635682732922 0.453970383546991 0.369 0.423648788583494 1 4 1 10 0.5
0.154310636753429 0.164150106294974 0.330452391804015 0.358314114175296 0.124709561242488 0.140502987800289 0.162 0.113270911625159 1 4 1 10 0.5
0.697434010186567 0.698558610484262 0.770142010248373 0.908585590615121 0.650501872806942 0.65167995281286 0.723 0.68631858045337 1 4 1 10 0.5
0.751269678315416 0.751780333282786 0.894563281187305 0.939192910324955 0.761975866107725 0.762391355462188 0.736 0.744860471796799 1 4 1 10 0.5
