status	exp	origin	picture	tank2	tank	date	daysPI	Fdensity	Fdensity0	cephL	genL	ES	EES	ES1L	ES2L	eggsES1total	eggsES2total	eggstotal	max_ES
wild	2	S	F13SL3(1)	213	13	5/7/14	65	3	3	3.57	3.692	1	2	12.671	12.971	190.2113164	200.61	391	200.6120194
wild	2	S	F14SL1(1)	214	14	5/10/14	68	6	6	3.599	3.425	1	2	11.391	11.484	198.7642766	183.44	382	198.7642766
wild	2	S	F14SL2(1)	214	14	5/10/14	68	6	6	3.538	3.35	1	2	11.662	11.303	173.9855072	173.09	347	173.9855072
wild	2	S	F14SL3(1)	214	14	5/10/14	68	6	6	3.444	2.877	1	2	10.505	10.02	130.809387	127.25	258	130.809387
wild	2	S	F14SL4(1)	214	14	5/10/14	68	6	6	3.57	3.587	1	2	11.814	11.836	162.5779817	175.88	338	175.8789213
wild	2	S	F14SL5(1)	214	14	5/10/14	68	6	6	3.299	3.104	1	2	12.648	12.826	180.5015291	189.37	370	189.3674049
wild	2	S	F15S(2)L1(1)	215	15	5/14/14	72	8	8	3.494	3.263	1	2	11.673	8.737	179.4741697	148.34	328	179.4741697
wild	2	S	F15SL1(1)	215	15	5/7/14	65	8	8	3.347	3.067	1	2	12.484	12.271	184.4562648	181.19	366	184.4562648
wild	2	S	F15SL2(1)	215	15	5/7/14	65	8	8	3.313	3.173	1	2	10.866	10.559	147.0671525	158.41	305	158.4123125
wild	2	S	F15SL3(1)	215	15	5/7/14	65	8	8	3.209	3.415	1	2	11.463	11.665	175.0481259	171.17	346	175.0481259
wild	2	S	F15SL4(1)	215	15	5/7/14	65	8	8	3.511	3.252	1	2	12.885	12.677	198.9654107	200.43	399	200.4268775
wild	2	S	F15SL5(1)	215	15	5/7/14	65	8	8	3.535	3.767	1	2	13.108	12.844	213.9287834	217.40	431	217.4040089
farmed	2	F	F16FL1(1)	216	16	5/12/14	70	4	4	3.392	3.361	1	2	10.456	10.348	150.3989994	146.81	297	150.3989994
farmed	2	F	F16FL2(1)	216	16	5/12/14	70	4	4	3.169	3.125	1	2	8.97	9.01	124.3674177	126.49	251	126.4857277
farmed	2	F	F16FL3(1)	216	16	5/12/14	70	4	4	3.197	3.362	1	2	12.302	12.982	154.881295	181.52	336	181.51566
farmed	2	F	F17FL1(1)	217	17	5/10/14	70	4	4	3.164	2.83	1	2	8.998	9.299	128.4773075	134.12	263	134.1201923
farmed	2	F	F17FL2(1)	217	17	5/10/14	70	4	4	3.405	3.489	1	2	13.384	13.492	168.9086538	194.80	364	194.8042781
farmed	2	F	F17FL3(1)	217	17	5/10/14	70	4	4	3.173	2.872	1	2	9.493	9.863	148.0389864	153.27	301	153.2711733
farmed	2	F	F17FL4(1)	217	17	5/10/14	70	4	4	3.267	3.078	1	2	9.758	9.547	128.1041195	132.53	261	132.5290488
farmed	2	F	F18(2)FL1(1)	218	18	5/14/14	72	7	7	3.22	3.324	1	2	7.163	7.036	78.85292823	79.57	158	79.56704362
farmed	2	F	F18(2)FL2(1)	218	18	5/14/14	72	7	7	3.284	3.148	1	2	11.279	11.375	157.6563774	160.52	318	160.5195638
farmed	2	F	F18FL1(1)	218	18	5/10/14	68	7	7	3.446	3.817	1	2	13.236	12.433	199.4941022	190.30	390	199.4941022
farmed	2	F	F18FL2(1)	218	18	5/10/14	68	7	7	3.493	3.312	1	2	11.221	11.29	161.1771546	164.12	325	164.123948
farmed	2	F	F18FL3(1)	218	18	5/10/14	68	7	7	3.228	3.132	1	2	10.169	10.013	141.4628143	132.18	274	141.4628143
farmed	2	F	F18FL4(1)	218	18	5/10/14	68	7	7	3.171	3.045	1	2	9.568	9.481	115.9476491	116.22	232	116.2187097
wild	2	S	F19(2)SL1(1)	219	19	5/9/14	67	8	8	3.555	3.31	1	2	10.703	10.361	172.8434783	174.13	347	174.1344538
wild	2	S	F19SL2(1)	219	19	5/6/14	64	8	8	3.537	3.216	1	2	9.891	9.966	148.2124284	145.59	294	148.2124284
wild	2	S	F19SL3(1)	219	19	5/6/14	64	8	8	3.329	3.145	1	2	11.585	11.756	186.1437632	201.76	388	201.7620137
wild	2	S	F19SL4(1)	219	19	5/6/14	64	8	8	3.531	2.885	1	2	9.754	9.405	149.8054608	129.69	279	149.8054608
wild	2	S	F19SL5(1)	219	19	5/6/14	64	8	8	3.724	3.443	1	2	13.573	13.48	200.7840237	210.04	411	210.0389538
wild	2	S	F19SL6(1)	219	19	5/6/14	64	8	8	3.443	3.264	1	2	11.23	11.246	163.4069242	154.87	318	163.4069242
wild	2	S	F19SL7(1)	219	19	5/6/14	64	8	8	3.481	3.18	1	2	10.041	10.306	152.8116677	142.11	295	152.8116677
wild	2	S	F19SL8(1)	219	19	5/6/14	64	8	8	3.469	3.48	1	2	14.556	15.271	200.7724138	206.46	407	206.4645099
farmed	2	F	F20FL1(1)	220	20	5/12/14	70	4	4	3.238	3.296	1	2	10.543	10.44	154.4988277	150.43	305	154.4988277
farmed	2	F	F20FL2(1)	220	20	5/12/14	70	4	4	3.424	3.397	1	2	10.704	10.737	138.5631068	140.81	279	140.8131148
farmed	2	F	F20FL3(1)	220	20	5/12/14	70	4	4	3.498	3.498	1	2	11.953	11.617	170.1270427	170.19	340	170.1853503
farmed	2	F	F21FLOES1	221	21	5/12/14	70	10	10	.	.	1	2	9.667	9.404	147.2730043	120.56	268	147.2730043
farmed	2	F	F21FL1(1)	221	21	5/12/14	70	10	10	3.458	3.706	1	2	12.682	13.376	196.620155	188.95	386	196.620155
farmed	2	F	F21FL2(1)	221	21	5/12/14	70	10	10	3.401	3.268	1	2	11.35	11.909	150.6104034	158.21	309	158.2113527
farmed	2	F	F21FL3(1)	221	21	5/12/14	70	10	10	3.345	3.208	1	2	11.442	11.384	159.655814	172.22	332	172.2239032
wild	2	S	F23SL1(1)	223	23	5/9/14	67	3	3	3.579	3.963	1	2	13.885	13.472	171.9784876	177.79	350	177.794841
farmed	2	F	F24FL1(1)	224	24	5/12/14	70	5	5	3.412	3.247	1	2	12.105	11.664	166.487106	152.14	319	166.487106
farmed	2	F	F24FL2(1)	224	24	5/12/14	70	5	5	3.231	3.315	1	2	9.954	9.804	119.1382406	122.88	242	122.8758071
farmed	2	F	F24FL3(1)	224	24	5/12/14	70	5	5	3.2	3.2	1	2	10.214	10.937	140.533847	153.29	294	153.2866153
farmed	2	F	F24FL4(1)	224	24	5/12/14	70	5	5	3.216	3.036	1	2	6.856	6.767	132.0493066	115.68	248	132.0493066
farmed	2	F	F25FL1(1)	225	25	5/12/14	70	4	4	3.254	2.845	1	2	9.694	10.3	111.9076479	123.75	236	123.745583
farmed	2	F	F25FL2(1)	225	25	5/12/14	70	4	4	3.309	2.758	1	2	10.039	11.081	137.8639201	169.22	307	169.2234163
farmed	2	F	F25FL3(1)	225	25	5/12/14	70	4	4	3.418	3.133	1	2	8.874	9.228	125.9361379	127.34	253	127.3376455
farmed	2	F	F25FL4(1)	225	25	5/12/14	70	4	4	3.44	3.432	1	2	10.629	11.04	157.9912865	159.06	317	159.0608324
wild	2	S	F26SL4(1)	226	26	5/8/14	66	4	4	3.416	3.689	1	2	13.244	13.053	177.7306802	165.54	343	177.7306802
wild	2	S	F26SL1(1)	226	26	5/8/14	66	4	4	3.494	3.378	1	2	12.097	10.929	176.8567251	159.94	337	176.8567251
wild	2	S	F26SL2(1)	226	26	5/8/14	66	4	4	3.386	3.456	1	2	12.939	13.278	171.3774834	194.10	365	194.1017867
wild	2	S	F26SL3(1)	226	26	5/8/14	66	4	4	3.379	3.052	1	2	10.041	10.656	128.9739328	142.29	271	142.2908012
wild	2	S	F27SL1(1)	227	27	5/11/14	69	3	3	3.102	3.19	1	2	11.566	11.344	160.152315	161.36	322	161.3586207
farmed	2	F	F28FL1(1)	228	28	5/13/14	71	4	4	3.619	3.273	1	2	12.462	10.054	163.2220039	124.57	288	163.2220039
farmed	2	F	F28FL2(1)	228	28	5/13/14	71	4	4	3.164	3.57	1	2	11.15	10.718	191.4595572	169.67	361	191.4595572
farmed	2	F	F28FL3(1)	228	28	5/13/14	71	4	4	3.222	3.777	1	2	11.081	11.033	190.6408602	179.89	371	190.6408602
farmed	2	F	F28FL4(1)	228	28	5/13/14	71	4	4	3.076	3.207	1	2	10.435	10.678	159.070122	165.88	325	165.8837745
farmed	2	F	F29FL1(1)	229	29	5/11/14	69	1	1	3.065	3.243	1	2	11.212	11.941	171.5326843	179.24	351	179.2386128
wild	2	S	F2SL1(1)	202	2	5/9/14	67	3	3	3.247	3.075	1	2	10.115	9.634	177.8027344	164.36	342	177.8027344
wild	2	S	F2SL2(1)	202	2	5/9/14	67	3	3	3.177	3.118	1	2	11.414	11.556	157.9136691	163.11	321	163.1140065
wild	2	S	F2SL3(1)	202	2	5/9/14	67	3	3	3.376	3.669	1	2	12.888	12.721	181.4228479	179.28	361	181.4228479
wild	2	S	F3(2)SL1(1)	203	3	5/14/14	72	5	5	3.501	3.182	1	2	10.299	10.021	170.6721906	167.10	338	170.6721906
wild	2	S	F30SL1(1)	230	30	5/6/14	64	2	2	3.504	3.141	1	2	11.864	11.906	169.0466321	152.15	321	169.0466321
wild	2	S	F30SL2(1)	230	30	5/6/14	64	2	2	3.341	3.394	1	2	11.467	11.733	139.1236584	141.17	280	141.1652013
wild	2	S	F3SL1(1)	203	3	5/7/14	65	5	5	3.561	3.54	1	2	14.121	14.201	195.2211982	187.10	382	195.2211982
wild	2	S	F3SL2(1)	203	3	5/7/14	65	5	5	3.307	3.301	1	2	12.427	12.695	176.5377981	178.07	355	178.0713033
wild	2	S	F3SL3(1)	203	3	5/7/14	65	5	5	3.418	3.409	1	2	11.456	11.582	159.5543175	175.15	335	175.1531191
wild	2	S	F3SL4(1)	203	3	5/7/14	65	5	5	3.433	3.371	1	2	12.819	12.322	181.9470968	181.38	363	181.9470968
farmed	2	F	F4(2)FL1	204	4	5/15/14	73	8	8	3.268	3.507	1	2	19.597	18.896	310.1842849	283.57	594	310.1842849
farmed	2	F	F4FL1(1)	204	4	5/9/14	67	8	8	3.314	3.189	1	2	8.675	8.125	114.9311076	110.68	226	114.9311076
farmed	2	F	F4FL2(1)	204	4	5/9/14	67	8	8	3.31	3.295	1	2	10.2	9.642	156.1722488	131.48	288	156.1722488
farmed	2	F	F4FL3(1)	204	4	5/9/14	67	8	8	3.358	3.039	1	2	9.123	9.447	113.0203171	123.04	236	123.0434153
farmed	2	F	F4FL4(1)	204	4	5/9/14	67	8	8	3.222	3.13	1	2	8.488	8.197	117.0066955	113.39	230	117.0066955
farmed	2	F	F4FL5(1)	204	4	5/9/14	67	8	8	3.386	2.917	1	2	7.843	8.48	114.1630277	112.91	227	114.1630277
farmed	2	F	F4FL6(1)	204	4	5/9/14	67	8	8	3.164	3.03	1	2	9.235	9.315	155.9966216	144.52	301	155.9966216
farmed	2	F	F4FL7(1)	204	4	5/9/14	67	8	8	3.347	3.518	1	2	11.387	11.547	166.9222435	181.66	349	181.6637168
farmed	2	F	F5FL1(1)	205	5	5/12/14	70	10	10	3.659	3.015	1	2	7.305	7.281	75.63191717	77.63	153	77.62830882
farmed	2	F	F5FL2(1)	205	5	5/12/14	70	10	10	3.375	3.494	1	2	10.446	10.435	148.848855	157.93	307	157.9309708
farmed	2	F	F5FL3(1)	205	5	5/12/14	70	10	10	3.265	3.337	1	2	10.171	10.035	123.8429597	129.46	253	129.4612971
farmed	2	F	F5FL4(1)	205	5	5/12/14	70	10	10	3.477	3.022	1	2	10.013	10.579	136.0990291	147.18	283	147.1783305
farmed	2	F	F5FL5(1)	205	5	5/12/14	70	10	10	3.26	3.139	1	2	8.862	9.228	187.5856318	170.63	358	187.5856318
farmed	2	F	F5FL6(1)	205	5	5/12/14	70	10	10	3.36	3.076	1	2	9.262	7.992	125.3687686	111.13	237	125.3687686
farmed	2	F	F5FL7(1)	205	5	5/12/14	70	10	10	3.369	3.086	1	2	11.19	10.589	151.0121457	145.10	296	151.0121457
farmed	2	F	F6(2)FL1(1)	206	6	5/15/14	73	13	13	3.21	3.137	1	2	8.538	8.441	116.5155421	107.48	224	116.5155421
farmed	2	F	F6(2)FL2(1)	206	6	5/15/14	73	13	13	3.302	3.215	1	2	9.66	9.545	151.2256586	157.20	308	157.2037236
farmed	2	F	F6(2)FL3(1)	206	6	5/15/14	73	13	13	3.425	3.042	1	2	9.607	9.587	143.3251426	147.96	291	147.9592402
farmed	2	F	F6FL0ES1	206	6	5/7/14	65	13	13	.	.	1	2	9.462	9.664	124.8158295	133.32	258	133.3214019
farmed	2	F	F6FL1(1)	206	6	5/7/14	65	13	13	3.401	3.1	1	2	9.863	10.041	155.107308	154.48	310	155.107308
farmed	2	F	F6FL2(1)	206	6	5/7/14	65	13	13	3.281	3.251	1	2	10.307	10.821	152.343649	164.46	317	164.4642487
farmed	2	F	F6FL3(1)	206	6	5/7/14	65	13	13	3.527	3.611	1	2	13.065	13.506	195.6010568	218.01	414	218.0145278
farmed	2	F	F6FL4(1)	206	6	5/7/14	65	13	13	3.149	2.14	1	2	10.386	10.423	134.0129032	147.00	281	146.9969149
farmed	2	F	F6FL5(1)	206	6	5/7/14	65	13	13	3.375	2.947	1	2	9.951	10.42	136.41608	154.34	291	154.3410558
wild	2	S	F7(2)SL1(1)	207	7	5/9/14	67	9	9	3.324	3.013	1	2	10.865	10.785	160.9307446	159.14	320	160.9307446
wild	2	S	F7(2)SL2(1)	207	7	5/9/14	67	9	9	3.329	2.938	1	2	10.328	10.221	136.4933921	126.94	263	136.4933921
wild	2	S	F7(2)SL3(1)	207	7	5/9/14	67	9	9	3.286	3.03	1	2	10.335	10.34	133.2766706	143.44	277	143.4353325
wild	2	S	F7SL6(1)	207	7	5/5/14	63	9	9	3.356	2.482	1	2	11.907	11.564	166.3227077	163.20	330	166.3227077
wild	2	S	F7SL5(1)	207	7	5/5/14	63	9	9	3.259	3.416	1	2	11.802	12.21	183.488806	174.26	358	183.488806
wild	2	S	F7SL7(1)	207	7	5/5/14	63	9	9	3.346	3.235	1	2	11.655	11.19	172.987013	165.51	338	172.987013
wild	2	S	F7SL8(1)	207	7	5/5/14	63	9	9	3.375	3.359	1	2	12.425	12.584	167.5818882	170.99	339	170.9927813
wild	2	S	F7SL9(1)	207	7	5/5/14	63	9	9	3.424	3.297	1	2	13.223	12.929	184.0052783	189.06	373	189.0561321
wild	2	S	F8(2)SL1(1)	208	8	5/9/14	67	4	4	3.274	3.323	1	2	11.129	10.959	162.8634146	152.54	315	162.8634146
wild	2	S	F8SL1(1)	208	8	5/7/14	65	4	4	3.628	3.064	1	2	8.347	10.256	93.16618437	148.35	242	148.3510125
wild	2	S	F8SL2(1)	208	8	5/7/14	65	4	4	3.556	3.578	1	2	13.325	13.689	181.5054016	199.50	381	199.5033632
wild	2	S	F8SL3(1)	208	8	5/7/14	65	4	4	3.464	3.419	1	2	11.039	11.26	176.0606061	180.11	356	180.1066351
wild	2	S	F9SL1(1)	209	9	5/11/14	69	6	6	3.317	3.417	1	2	13.189	12.685	188.8639618	175.82	365	188.8639618
wild	2	S	F9SL2(1)	209	9	5/11/14	69	6	6	3.35	3.31	1	2	10.951	10.927	151.7338748	152.86	305	152.859657
wild	2	S	F9SL3(1)	209	9	5/11/14	69	6	6	3.301	3.154	1	2	11.765	10.989	160.4702082	149.35	310	160.4702082
wild	2	S	F9SL4(1)	209	9	5/11/14	69	6	6	3.402	3.117	1	2	10.003	9.56	149.887224	144.04	294	149.887224
wild	2	S	F9SL5(1)	209	9	5/11/14	69	6	6	3.411	3.707	1	2	12.322	12.273	181.4560515	189.72	371	189.7212154
wild	2	S	F9SL6(1)	209	9	5/11/14	69	6	6	2.803	2.375	1	2	6.748	8.158	94.28343313	115.35	210	115.3495856
farmed	2	F	F10(2)FL1(2)	210	10	5/25/14	83	6	7	3.267	3.536	2	2	16.225	16.077	231.1609549	225.09	456	231.1609549
farmed	2	F	F10FL1(2)	210	10	5/21/14	79	6	7	3.479	3.581	2	2	17.381	16.718	257.6023055	246.12	504	257.6023055
farmed	2	F	F10FL2(2)	210	10	5/21/14	79	6	7	3.309	3.469	2	2	15.609	15.482	240.5496575	223.91	464	240.5496575
farmed	2	F	F10FL3(2)	210	10	5/21/14	79	6	7	3.064	3.241	2	2	12.234	12.317	183.0108794	172.91	356	183.0108794
farmed	2	F	F10FL4(2)	210	10	5/21/14	79	6	7	3.221	3.408	2	2	15.528	16.114	262.1988743	279.03	541	279.030303
farmed	2	F	F10FL5(2)	210	10	5/21/14	79	6	7	3.234	3.157	2	2	10.883	10.354	173.3409384	153.83	327	173.3409384
farmed	2	F	F11(2)FL1(2)	211	11	5/29/14	87	7	7	3.211	3.043	2	2	12.179	13.034	182.9136421	185.07	368	185.0669371
farmed	2	F	F11FL1(2)	211	11	5/26/14	84	7	7	3.413	3.269	2	2	14.478	14.084	197.8769932	203.72	402	203.7222758
farmed	2	F	F11FL2(2)	211	11	5/26/14	84	7	7	3.276	2.918	2	2	13.285	13.33	178.9773423	174.73	354	178.9773423
farmed	2	F	F11FL3(2)	211	11	5/26/14	84	7	7	3.285	2.914	2	2	14.453	13.981	206.8602637	193.36	400	206.8602637
farmed	2	F	F11FL4(2)	211	11	5/26/14	84	7	7	3.278	2.888	2	2	10.15	9.941	128.9220735	114.31	243	128.9220735
farmed	2	F	F11FL5(2)	211	11	5/26/14	84	7	7	3.356	3.544	2	2	14.641	9.603	198.7884433	106.76	306	198.7884433
farmed	2	F	F11FL6(2)	211	11	5/26/14	84	7	7	3.261	3.353	2	2	17.166	17.855	299.6317568	286.51	586	299.6317568
farmed	2	F	F12(2)FL1(2)	212	12	5/29/14	87	5	6	3.255	3.416	2	2	17.082	18.024	296.5625	301.76	598	301.759276
farmed	2	F	F12FL1(2)	212	12	5/26/14	84	5	6	3.213	3.623	2	2	16.007	17.379	236.8382653	220.41	457	236.8382653
farmed	2	F	F12FL2(2)	212	12	5/26/14	84	5	6	3.558	3.545	2	2	16.179	18.093	238.0358621	277.03	515	277.031151
farmed	2	F	F12FL3(2)	212	12	5/26/14	84	5	6	3.286	3.379	2	2	17.63	15.866	259.4059946	235.00	494	259.4059946
farmed	2	F	F12FL4(2)	212	12	5/26/14	84	5	6	3.173	3.337	2	2	15.341	14.668	225.1462551	220.43	446	225.1462551
wild	2	S	F13SL2(2)	213	13	5/19/14	77	3	3	3.48	3.764	2	2	19.178	19.549	286.3971239	308.31	595	308.3134549
wild	2	S	F13SL3(2)	213	13	5/19/14	77	3	3	3.171	3.357	2	2	15.634	15.093	260.3114594	256.71	517	260.3114594
wild	2	S	F14SL1(2)	214	14	5/21/14	79	6	6	3.518	3.622	2	2	17.444	16.843	242.6388475	234.05	477	242.6388475
wild	2	S	F14SL2(2)	214	14	5/21/14	79	6	6	3.652	3.262	2	2	13.312	13.596	190.5295669	180.08	371	190.5295669
wild	2	S	F14SL3(2)	214	14	5/21/14	79	6	6	3.355	3.818	2	2	18.78	19.228	277.3661538	289.22	567	289.2178423
wild	2	S	F14SL4(2)	214	14	5/21/14	79	6	6	3.175	3.36	2	2	18.432	18.095	304.2276608	293.78	598	304.2276608
wild	2	S	F14SL5(2)	214	14	5/21/14	79	6	6	3.286	3.444	2	2	19.309	15.985	299.2193705	232.59	532	299.2193705
wild	2	S	F14SL6(2)	214	14	5/21/14	79	6	6	3.62	3.758	2	2	18.025	16.773	265.8252978	271.73	538	271.7275405
wild	2	S	F15(2)SL1(2)	215	15	5/28/14	83	7	8	3.203	3.285	2	2	17.016	17.324	265.9694494	275.26	541	275.2630156
wild	2	S	F15(2)SL2(2)	215	15	5/28/14	83	7	8	3.405	3.759	2	2	18.988	18.546	309.4575846	275.48	585	309.4575846
wild	2	S	F15SL1(2)	215	15	5/20/14	78	7	8	3.225	3.233	2	2	16.405	16.34	241.9826464	239.99	482	241.9826464
wild	2	S	F15SL2(2)	215	15	5/20/14	78	7	8	3.537	3.714	2	2	20.049	19.687	344.6537328	354.81	699	354.8120494
wild	2	S	F15SL3(2)	215	15	5/20/14	78	7	8	3.43	3.709	2	2	16.825	16.057	273.1570864	254.07	527	273.1570864
wild	2	S	F15SL5(2)	215	15	5/20/14	78	7	8	3.301	3.312	2	2	15.411	15.509	236.9881371	234.45	471	236.9881371
farmed	2	F	F16(2)FL1(2)	216	16	5/25/14	83	4	4	3.449	3.17	2	2	17.104	17.129	241.373579	238.64	480	241.373579
farmed	2	F	F16FL1(2)	216	16	5/23/14	81	4	4	3.277	3.093	2	2	15.362	15.277	222.5480885	229.88	452	229.8774721
farmed	2	F	F16FL2(2)	216	16	5/23/14	81	4	4	3.415	3.715	2	2	9.582	9.571	152.3453947	158.64	311	158.6353591
farmed	2	F	F16FL3(2)	216	16	5/23/14	81	4	4	3.422	3.604	2	2	19.919	19.941	318.0678643	299.80	618	318.0678643
farmed	2	F	F17FL1(2)	217	17	5/23/14	81	4	4	2.984	2.998	2	2	12.482	12.402	186.1522763	182.64	369	186.1522763
farmed	2	F	F17FL2(2)	217	17	5/23/14	81	4	4	3.064	3.024	2	2	10.141	9.968	164.6783656	155.61	320	164.6783656
farmed	2	F	F17FL3(2)	217	17	5/23/14	81	4	4	3.569	2.955	2	2	14.34	14.715	190.2838187	204.63	395	204.6257669
farmed	2	F	F17FL4(2)	217	17	5/23/14	81	4	4	3.342	3.416	2	2	17.278	17.954	274.6626925	284.23	559	284.23219
farmed	2	F	F18(2)FL1(2)	218	18	5/25/14	83	6	7	3.311	3.219	2	2	13.171	13.323	177.911355	176.67	355	177.911355
farmed	2	F	F18(2)FL2(2)	218	18	5/25/14	83	6	7	3.359	3.231	2	2	11.173	11.194	156.2923917	161.56	318	161.5628866
farmed	2	F	F18FL1(2)	218	18	5/22/14	80	6	7	3.257	3.276	2	2	13.76	13.785	184.6979866	184.34	369	184.6979866
farmed	2	F	F18FL2(2)	218	18	5/22/14	80	6	7	3.425	3.935	2	2	18.296	18.01	359.8140644	350.02	710	359.8140644
farmed	2	F	F18FL3(2)	218	18	5/22/14	80	6	7	3.426	3.533	2	2	17.852	18.185	288.934104	267.18	556	288.934104
farmed	2	F	F18FL4(2)	218	18	5/22/14	80	6	7	3.443	3.555	2	2	8.224	7.847	92.68219384	87.96	181	92.68219384
wild	2	S	F19(2)SL1(2)	219	19	5/26/14	84	8	8	3.496	3.703	2	2	10.67	15.301	134.2138365	246.51	381	246.5063291
wild	2	S	F19(2)SL2(2)	219	19	5/26/14	84	8	8	3.513	3.782	2	2	21.555	22.247	329.7131931	332.36	662	332.3648193
wild	2	S	F19SL1(2)	219	19	5/18/14	76	8	8	3.511	3.344	2	2	15.865	15.3	241.0636277	220.71	462	241.0636277
wild	2	S	F19SL2(2)	219	19	5/18/14	76	8	8	3.459	3.394	2	2	14.092	13.853	235.4997305	227.10	463	235.4997305
wild	2	S	F19SL3(2)	219	19	5/18/14	76	8	8	3.367	3.173	2	2	11.865	15.842	154.1515748	276.26	430	276.2585689
wild	2	S	F19SL4(2)	219	19	5/18/14	76	8	8	3.627	3.752	2	2	19.265	19.425	282.7418279	295.81	579	295.8121827
wild	2	S	F19SL5(2)	219	19	5/18/14	76	8	8	3.48	3.413	2	2	16.986	16.672	274.1202003	262.41	537	274.1202003
wild	2	S	F19SL6(2)	219	19	5/18/14	76	8	8	3.53	3.721	2	2	18.892	19.699	300.0317628	301.56	602	301.5605583
farmed	2	F	F20(2)FL1(1)	220	20	5/20/14	78	4	4	3.289	3.271	1	2	8.831	8.588	126.0904283	116.24	242	126.0904283
farmed	2	F	F20(2)FL1(2)	220	20	5/29/14	77	4	4	3.175	3.388	2	2	14.537	15.212	216.1635688	224.56	441	224.5620558
farmed	2	F	F20FL1(2)	220	20	5/20/14	78	4	4	3.473	3.363	2	2	15.946	16.128	223.8035088	241.37	465	241.3714286
farmed	2	F	F20FL2(2)	220	20	5/20/14	78	4	4	3.23	3.367	2	2	15.015	14.778	252.6746558	257.48	510	257.4836325
farmed	2	F	F20FL3(2)	220	20	5/20/14	78	4	4	3.154	3.344	2	2	15.44	15.298	256.2261832	277.95	534	277.9510832
farmed	2	F	F21(2)FL2(1)	221	21	5/19/14	77	10	10	3.378	3.124	1	2	13.203	13.159	193.0263158	196.09	389	196.0894093
farmed	2	F	F21(2)FL3(1)	221	21	5/19/14	77	10	10	3.457	3.732	1	2	18.999	18.853	332.537923	314.22	647	332.537923
farmed	2	F	F21(2)FL4(1)	221	21	5/19/14	77	10	10	3.505	3.303	1	2	16.097	16.194	233.2898551	238.99	472	238.9905549
farmed	2	F	F21(2)FL5(1)	221	21	5/19/14	77	10	10	3.462	3.035	1	2	8.252	7.908	95.19874148	96.03	191	96.0291439
farmed	2	F	F21(2)FL1(2)	221	21	5/30/14	88	10	10	3.386	3.208	2	2	14.195	13.459	206.1395724	186.24	392	206.1395724
farmed	2	F	F21(2)FL2(2)	221	21	5/30/14	88	10	10	3.331	3.535	2	2	16.706	16.07	239.578599	238.54	478	239.578599
farmed	2	F	F21(2)FL4(2)	221	21	5/30/14	88	10	10	3.432	3.72	2	2	15.612	15.56	233.247012	253.83	487	253.8336052
farmed	2	F	F21(2)FL5(2)	221	21	5/30/14	88	10	10	3.536	3.737	2	2	19.293	19.46	361.6731107	331.53	693	361.6731107
farmed	2	F	F21FL3(2)	221	21	5/26/14	84	10	10	3.317	3.416	2	2	8.934	11.505	115.7150514	173.34	289	173.3426604
farmed	2	F	F21FL4(2)	221	21	5/26/14	84	10	10	3.354	3.396	2	2	15.336	14.401	218.9698572	207.65	427	218.9698572
wild	2	S	F23SL1(2)	223	23	5/25/14	83	3	3	3.581	4.06	2	2	23.55	23.683	382.1501014	378.93	761	382.1501014
wild	2	S	F23SL1(3)	223	23	5/29/14	87	3	3	3.215	3.37	3	2	17.099	16.36	260.814521	242.16	503	260.814521
wild	2	S	F23SL2(3)	223	23	5/29/14	87	3	3	3.473	3.846	3	2	22.961	22.434	385.5581087	374.43	760	385.5581087
farmed	2	F	F24(2)FL1(2)	224	24	5/29/14	87	5	5	3.504	3.453	2	2	16.581	16.269	225.081448	212.67	438	225.081448
farmed	2	F	F24FL1(2)	224	24	5/22/14	80	5	5	3.312	3.201	2	2	14.563	15.029	216.46694	230.25	447	230.2493036
farmed	2	F	F24FL2(2)	224	24	5/22/14	80	5	5	3.317	3.482	2	2	15.478	15.133	220.2154472	219.32	440	220.2154472
farmed	2	F	F24FL3(2)	224	24	5/22/14	80	5	5	3.122	3.086	2	2	9.202	8.774	197.1293916	149.68	347	197.1293916
farmed	2	F	F24FL4(2)	224	24	5/22/14	80	5	5	3.169	3.386	2	2	19.002	19.751	261.4567244	288.90	550	288.8980985
farmed	2	F	F25FL1(2)	225	25	5/25/14	83	4	4	3.315	3.654	2	2	17.105	17.414	251.8709398	259.39	511	259.3942403
farmed	2	F	F25FL2(2)	225	25	5/25/14	83	4	4	3.321	3.346	2	2	16.973	16.846	240.1533461	248.13	488	248.1297771
farmed	2	F	F25FL3(2)	225	25	5/25/14	83	4	4	3.206	3.166	2	2	6.379	8.864	62.76296959	112.64	175	112.6364641
farmed	2	F	F25FL3(2)	225	25	5/25/14	83	4	4	3.343	3.151	2	2	13.189	9.261	174.3039648	102.48	277	174.3039648
wild	2	S	F26SL1(2)	226	26	5/20/14	78	4	4	3.445	3.714	2	2	20.831	20.42	332.1050027	307.34	639	332.1050027
wild	2	S	F26SL2(2)	226	26	5/20/14	78	4	4	3.278	3.147	2	2	15.567	15.685	211.2825982	234.10	445	234.1044776
wild	2	S	F26SL3(2)	226	26	5/20/14	78	4	4	3.452	3.54	2	2	18.246	18.218	299.5356473	288.32	588	299.5356473
wild	2	S	F26SL4(2)	226	26	5/20/14	78	4	4	3.397	3.343	2	2	21.258	21.275	331.7987083	344.40	676	344.3994778
