status	exp	origin	picture	tank2	tank	date	daysPI	Fdensity	Fdensity0	cephL	genL	ES	EES	ES1L	ES2L	eggsES1total	eggsES2total	eggstotal	max_ES
wild	2	S	F27SL1(2)	227	27	5/23/14	81	3	3	3.224	2.98	2	2	16.532	16.661	219.559272	217.60	437	219.559272
wild	2	S	F27SL2(2)	227	27	5/23/14	81	3	3	3.273	3.212	2	2	16.917	16.952	249.1865794	260.96	510	260.9605911
wild	2	S	F27SL3(2)	227	27	5/23/14	81	3	3	3.18	3.411	2	2	16.044	16.274	264.5553191	257.39	522	264.5553191
farmed	2	F	F28FL1(2)	228	28	5/26/14	84	4	4	3.086	3.647	2	2	15.5	14.423	242.8417072	219.79	463	242.8417072
farmed	2	F	F28FL2(2)	228	28	5/26/14	84	4	4	3.281	3.652	2	2	18.537	18.277	314.7068323	314.39	629	314.7068323
farmed	2	F	F28FL3(2)	228	28	5/26/14	84	4	4	3.139	3.612	2	2	18.023	18.148	331.9379263	333.19	665	333.1946144
farmed	2	F	F29FL1(2)	229	29	5/22/14	80	1	1	3.235	3.477	2	2	19.027	19.786	307.2067708	328.15	635	328.1461916
wild	2	S	F2SL1(2)	202	2	5/22/14	80	3	3	3.397	3.908	2	2	21.405	21.708	323.9092055	334.17	658	334.1748768
wild	2	S	F2SL2(2)	202	2	5/22/14	80	3	3	3.052	3.466	2	2	15.237	15.278	293.8264463	277.58	571	293.8264463
wild	2	S	F2SL3(2)	202	2	5/22/14	80	3	3	3.162	3.044	2	2	15.021	16.321	239.3456044	262.23	502	262.2268638
wild	2	S	F3(2)SL1(2)	203	3	5/28/14	86	4	5	3.494	3.609	2	2	18.167	17.122	288.2414237	287.76	576	288.2414237
wild	2	S	F30SL1(2)	230	30	5/19/14	77	1	2	3.286	3.556	2	2	18.235	18.729	259.4020021	253.29	513	259.4020021
wild	2	S	F30SL1(3)	230	30	5/29/14	87	1	2	3.321	3.424	3	2	20.17	19.758	295.6144307	293.25	589	295.6144307
wild	2	S	F3SL1(2)	203	3	5/21/14	79	4	5	3.303	3.552	2	2	18.537	19.027	288.8441797	289.38	578	289.3840304
wild	2	S	F3SL2(2)	203	3	5/21/14	79	4	5	3.445	3.713	2	2	20.724	19.155	332.3090379	272.40	605	332.3090379
wild	2	S	F3SL3(2)	203	3	5/21/14	79	4	5	3.398	3.836	2	2	17.96	19.981	277.3181633	282.01	559	282.0066418
farmed	2	F	F4(2)FL1(2)	204	4	5/28/14	86	7	8	3.263	3.555	2	2	18.972	18.858	335.7876106	318.65	654	335.7876106
farmed	2	F	F4FL2(2)	204	4	5/22/14	80	7	8	3.081	3.198	2	2	8.556	12.802	94.87145791	225.77	321	225.7740705
farmed	2	F	F4FL3(2)	204	4	5/22/14	80	7	8	3.217	3.38	2	2	13.464	13.367	204.4589426	189.77	394	204.4589426
farmed	2	F	F4FL4(2)	204	4	5/22/14	80	7	8	3.434	3.361	2	2	13.613	13.999	219.7932292	211.15	431	219.7932292
farmed	2	F	F4FL5(2)	204	4	5/22/14	80	7	8	3.472	2.932	2	2	12.128	11.868	182.8341709	181.15	364	182.8341709
farmed	2	F	F4FL6(2)	204	4	5/22/14	80	7	8	3.328	3.173	2	2	12.745	12.826	185.8528502	191.81	378	191.8145563
farmed	2	F	F5(2)FL1(2)	205	5	5/29/14	87	9	10	3.434	3.444	2	2	14.444	14.384	191.4521355	195.83	387	195.8296004
farmed	2	F	F5(2)FL2(2)	205	5	5/29/14	87	9	10	3.286	3.375	2	2	16.738	16.389	259.4464128	265.22	525	265.2237723
farmed	2	F	F5(2)FL3(2)	205	5	5/29/14	87	9	10	3.276	3.294	2	2	14.783	15.102	209.8787768	210.86	421	210.860857
farmed	2	F	F5(2)FL4(2)	205	5	5/29/14	87	9	10	3.15	3.053	2	2	13.557	14.287	225.1459075	214.01	439	225.1459075
farmed	2	F	F5FL1(2)	205	5	5/23/14	81	9	10	3.267	3.301	2	2	6.778	6.962	85.71996387	88.93	175	88.93065693
farmed	2	F	F5FL2(2)	205	5	5/23/14	81	9	10	3.272	3.432	2	2	15.364	16.139	214.8293153	229.90	445	229.9002849
farmed	2	F	F5FL3(2)	205	5	5/23/14	81	9	10	3.647	3.715	2	2	18.224	17.53	267.0479574	240.32	507	267.0479574
farmed	2	F	F5FL4(2)	205	5	5/23/14	81	9	10	3.407	3.518	2	2	15.696	16.281	220.9289827	240.01	461	240.014742
farmed	2	F	F5FL5(2)	205	5	5/23/14	81	9	10	3.007	3.072	2	2	11.184	12.018	183.8465753	257.21	441	257.2118081
farmed	2	F	F6(2)FL3(2)	206	6	5/26/14	84	10	13	3.331	3.415	2	2	16.23	15.999	218.9017341	213.22	432	218.9017341
farmed	2	F	F6FL1(2)	206	6	5/20/14	78	10	13	3.238	3.553	2	2	16.483	16.339	243.0132181	227.28	470	243.0132181
farmed	2	F	F6FL10(2)	206	6	5/20/14	78	10	13	3.206	3.12	2	2	15.387	14.763	253.45779	221.45	475	253.45779
farmed	2	F	F6FL2(2)	206	6	5/20/14	78	10	13	3.284	3.419	2	2	14.221	15.011	212.5819588	218.02	431	218.0188273
farmed	2	F	F6FL3(2)	206	6	5/20/14	78	10	13	3.297	2.731	2	2	13.005	12.103	184.8426396	173.95	359	184.8426396
farmed	2	F	F6FL4(2)	206	6	5/20/14	78	10	13	3.047	3.166	2	2	13.066	14.323	194.5611913	232.70	427	232.6985994
farmed	2	F	F6FL5(2)	206	6	5/20/14	78	10	13	3.258	3.301	2	2	15.958	15.964	244.3936472	247.29	492	247.2908778
wild	2	S	F7(2)SL1(2)	207	7	5/21/14	79	9	9	3.301	3.347	2	2	16.412	16.427	273.5333333	260.41	534	273.5333333
wild	2	S	F7(2)SL2(2)	207	7	5/21/14	79	9	9	3.22	3.537	2	2	15.867	15.991	231.0728155	257.00	488	256.9982143
wild	2	S	F7SL1(2)	207	7	5/18/14	76	9	9	3.404	3.262	2	2	19.265	19.278	281.6814621	273.95	556	281.6814621
wild	2	S	F7SL2(2)	207	7	5/18/14	76	9	9	3.359	3.622	2	2	16.58	19.129	232.7645788	262.82	496	262.8195321
wild	2	S	F7SL3(2)	207	7	5/18/14	76	9	9	3.43	3.606	2	2	18.123	17.842	298.1350947	303.38	602	303.3795956
wild	2	S	F7SL4(2)	207	7	5/18/14	76	9	9	3.29	3.651	2	2	20.057	18.952	298.3192861	278.86	577	298.3192861
wild	2	S	F7SL5(2)	207	7	5/18/14	76	9	9	3.356	3.511	2	2	15.941	16.092	239.4300395	234.56	474	239.4300395
wild	2	S	F7SL6(2)	207	7	5/18/14	76	9	9	3.249	3.458	2	2	18.241	14.077	294.0340299	234.73	529	294.0340299
wild	2	S	F8SL1(2)	208	8	5/20/14	78	4	4	3.533	3.632	2	2	21.467	20.539	320.4029851	321.22	642	321.2171113
wild	2	S	F8SL2(2)	208	8	5/20/14	78	4	4	3.251	3.436	2	2	18.749	18.548	249.7718092	249.14	499	249.7718092
wild	2	S	F8SL3(2)	208	8	5/20/14	78	4	4	3.241	3.388	2	2	18.343	12.583	244.7984353	183.55	428	244.7984353
wild	2	S	F8SL4(2)	208	8	5/20/14	78	4	4	3.421	3.469	2	2	17.018	17.148	267.604914	285.10	553	285.1012225
wild	2	S	F9(2)SL1(2)	209	9	5/25/14	83	6	6	3.01	2.747	2	2	10.871	9.672	166.8062253	162.51	329	166.8062253
wild	2	S	F9SL1(2)	209	9	5/22/14	80	6	6	3.364	3.607	2	2	18.956	19.17	295.2647975	306.29	602	306.287594
wild	2	S	F9SL2(2)	209	9	5/22/14	80	6	6	3.416	3.657	2	2	15.924	16.303	238.6657372	236.82	475	238.6657372
wild	2	S	F9SL3(2)	209	9	5/22/14	80	6	6	3.478	3.693	2	2	18.892	18.524	285.4700486	283.16	569	285.4700486
wild	2	S	F9SL4(2)	209	9	5/22/14	80	6	6	3.523	3.349	2	2	14.166	13.791	234.5865385	222.68	457	234.5865385
wild	2	S	F9SL6(2)	209	9	5/22/14	80	6	6	3.197	3.468	2	2	15.282	15.19	222.0145278	248.69	471	248.6902423
farmed	2	F	F10(2)FL1(3)	210	10	6/5/14	94	5	7	3.14	3.454	3	2	16.163	15.144	228.1422367	212.78	441	228.1422367
farmed	2	F	F10FL1(3)	210	10	6/1/14	90	5	7	3.312	2.712	3	2	12.038	12.1	183.1410181	177.38	361	183.1410181
farmed	2	F	F10FL1(4)	210	10	6/7/14	96	4	7	3.349	3.24	4	2	17.348	17.422	290.7950192	290.37	581	290.7950192
farmed	2	F	F10FL3(3)	210	10	6/1/14	90	5	7	3.401	3.436	3	2	18.544	18.176	272.2206406	268.65	541	272.2206406
farmed	2	F	F10FL4(3)	210	10	6/1/14	90	5	7	3.163	3.069	3	2	12.92	13.79	187.3508087	211.48	399	211.4760383
farmed	2	F	F11(2)FL1(3)	211	11	6/10/14	99	7	7	3.087	3.239	3	2	15.295	10.955	227.4605678	136.90	364	227.4605678
farmed	2	F	F11FL1(3)	211	11	6/7/14	96	7	7	3.322	3.457	3	2	16.956	16.645	250.0705036	246.80	497	250.0705036
farmed	2	F	F11FL2(3)	211	11	6/7/14	96	7	7	3.189	3.433	3	2	15.848	14.869	211.9059968	204.15	416	211.9059968
farmed	2	F	F11FL3(3)	211	11	6/7/14	96	7	7	3.206	3.246	3	2	15.239	15.605	210.3334817	217.49	428	217.4912892
farmed	2	F	F11FL4(3)	211	11	6/7/14	96	7	7	3.362	3.508	3	2	17.679	18.036	280.9163136	266.96	548	280.9163136
farmed	2	F	F11FL5(3)	211	11	6/7/14	96	7	7	3.304	3.013	3	2	14.625	14.684	211.4622201	227.22	439	227.2185687
farmed	2	F	F11FL6(3)	211	11	6/7/14	96	7	7	3.448	2.992	3	2	12.431	12.671	160.2621401	178.53	339	178.529263
farmed	2	F	F12(2)FL1(3)	212	12	6/10/14	99	4	6	3.322	3.416	3	2	15.667	15.813	234.5359281	242.43	477	242.4347181
farmed	2	F	F12FL1(3)	212	12	6/3/14	92	4	6	3.121	3.354	3	2	16.613	16.74	268.9003541	269.07	538	269.0700344
farmed	2	F	F12FL2(3)	212	12	6/3/14	92	4	6	3.61	3.574	3	2	16.819	17.323	250.6254531	245.72	496	250.6254531
farmed	2	F	F12FL3(3)	212	12	6/3/14	92	4	6	3.305	3.459	3	2	15.267	14.953	218.1916772	212.34	431	218.1916772
wild	2	S	F13SL1(3)	213	13	5/30/14	88	3	3	3.422	3.947	3	2	22.041	22.033	335.4065217	322.64	658	335.4065217
wild	2	S	F13SL2(4)	213	13	6/12/14	101	3	3	3.51	3.741	4	2	22.206	21.821	379.5897436	322.08	702	379.5897436
wild	2	S	F13SL3(3)	213	13	5/30/14	88	3	3	3.265	3.44	3	2	18.816	19.416	320	324.95	645	324.9539749
wild	2	S	F13SL3(4)	213	13	6/12/14	101	3	3	3.264	3.55	4	2	15.059	18.793	260.3111495	312.18	572	312.1760797
wild	2	S	F14SL1(3)	214	14	6/3/14	92	5	6	3.51	3.291	3	2	16.634	16.656	261.7395551	260.87	523	261.7395551
wild	2	S	F14SL2(3)	214	14	6/3/14	92	5	6	3.601	3.618	3	2	19.673	20.055	310.3628499	315.33	626	315.3301887
wild	2	S	F14SL3(3)	214	14	6/3/14	92	5	6	3.637	3.763	3	2	21.476	21.666	357.9333333	339.64	698	357.9333333
wild	2	S	F14SL4(3)	214	14	6/3/14	92	5	6	3.445	3.286	3	2	17.902	18.638	282.2631898	297.26	580	297.2567783
wild	2	S	F15(2)SL3(3)	215	15	6/9/14	98	7	8	3.523	3.797	3	2	20.528	21.315	272.3293687	318.78	591	318.7831407
wild	2	S	F15(2)SL1(3)	215	15	6/9/14	98	7	8	3.496	3.566	3	2	20.901	21.904	339.4593968	345.75	685	345.7455896
wild	2	S	F15(2)SL2(3)	215	15	6/9/14	98	7	8	3.195	3.347	3	2	17.287	16.638	270.109375	274.04	544	274.0376471
wild	2	S	F15SL3(3)	215	15	6/4/14	93	7	8	3.337	3.232	3	2	13.548	13.655	244.9451372	239.69	485	244.9451372
wild	2	S	F15SL4(3)	215	15	6/4/14	93	7	8	3.555	4.064	3	2	20.355	20.866	314.703154	347.77	662	347.7666667
farmed	2	F	F16(2)FL1(3)	216	16	6/5/14	94	4	4	3.303	3.287	3	2	15.397	15.525	235.1684345	243.68	479	243.6802974
farmed	2	F	F16FL1(3)	216	16	6/3/14	92	4	4	3.454	3.618	3	2	15.801	6.955	258.3269755	96.69	355	258.3269755
farmed	2	F	F16FL2(3)	216	16	6/3/14	92	4	4	3.451	3.745	3	2	20.468	20.555	323.7608025	327.91	652	327.9135181
farmed	2	F	F16FL3(3)	216	16	6/3/14	92	4	4	3.388	3.154	3	2	17.547	18.309	263.0953769	274.60	538	274.6030694
farmed	2	F	F17FL1(3)	217	17	6/4/14	93	3	4	3.266	3.315	3	2	15.543	16.918	225.4650952	238.20	464	238.2036673
farmed	2	F	F17FL2(3)	217	17	6/4/14	93	3	4	3.587	3.675	3	2	16.867	17.094	245.6036993	237.88	483	245.6036993
farmed	2	F	F17FL3(3)	217	17	6/4/14	93	3	4	3.181	3.298	3	2	13.475	14.958	192.5	235.75	428	235.7544587
farmed	2	F	F18(2)FL1(3)	218	18	6/6/14	95	5	7	3.299	3.052	3	2	14.299	14.867	207.4756863	202.79	410	207.4756863
farmed	2	F	F18(2)FL2(3)	218	18	6/6/14	95	5	7	3.352	3.277	3	2	11.974	8.607	160.4854803	101.02	262	160.4854803
farmed	2	F	F18FL1(3)	218	18	6/2/14	91	5	7	3.519	3.497	3	2	18.892	19.342	304.7096774	302.35	607	304.7096774
farmed	2	F	F18FL2(3)	218	18	6/2/14	91	5	7	3.474	3.537	3	2	13.87	14.484	206.9184149	224.38	431	224.3782051
farmed	2	F	F18FL3(3)	218	18	6/2/14	91	5	7	3.258	3.283	3	2	13.524	14.937	174.1484243	196.46	371	196.4611399
wild	2	S	F19SL1(3)	219	19	5/30/14	88	5	8	3.431	3.198	3	2	17.367	17.152	262.1775117	271.75	534	271.7465051
wild	2	S	F19SL1(4)	219	19	6/11/14	100	5	8	3.367	3.295	4	2	16.816	16.869	255.991601	257.48	513	257.4824237
wild	2	S	F19SL2(3)	219	19	6/30/14	88	5	8	3.444	3.529	3	2	17.587	17.467	273.373057	273.60	547	273.5968673
wild	2	S	F19SL3(3)	219	19	5/30/14	88	5	8	3.534	3.716	3	2	19.293	17.903	275.3333333	260.82	536	275.3333333
wild	2	S	F19SL3(4)	219	19	6/11/14	100	5	8	3.366	3.436	4	2	18.22	18.204	306.1613144	325.23	631	325.2283921
wild	2	S	F19SL4(3)	219	19	5/30/14	88	5	8	3.285	3.273	3	2	16.893	16.293	268.1428571	266.46	535	268.1428571
wild	2	S	F19SL4(4)	219	19	6/11/14	100	5	8	3.506	3.346	4	2	18.226	17.736	275.2392638	260.00	535	275.2392638
wild	2	S	F19SL5(3)	219	19	6/30/14	88	5	8	3.325	3.242	3	2	15.312	14.978	242.9307692	231.37	474	242.9307692
wild	2	S	F19SL5(4)	219	19	6/11/14	100	5	8	3.421	3.742	4	2	20.848	19.477	312.9155722	275.66	589	312.9155722
wild	2	S	F2(2)SL1(3)	202	2	6/6/14	95	3	3	3.225	3.529	3	2	10.497	11.569	122.6749842	143.75	266	143.7450728
farmed	2	F	F20FL1(3)	220	20	6/2/14	91	4	4	3.455	3.536	3	2	7.647	11.533	109.4267677	177.34	287	177.3427579
farmed	2	F	F20FL1(4)	220	20	6/12/14	101	4	4	3.266	3.42	4	2	14.779	15.905	250.7748869	277.72	528	277.7233042
farmed	2	F	F20FL2(4)	220	20	6/12/14	101	4	4	3.486	3.537	4	2	14.124	14.834	201.5015604	208.93	410	208.9295775
farmed	2	F	F20FL3(3)	220	20	6/2/14	91	4	4	3.234	3.492	3	2	15.854	15.875	275.4899103	247.68	523	275.4899103
farmed	2	F	F21(2)FL1(3)	221	21	6/10/14	99	9	10	3.6	3.684	3	2	21.154	13.729	357.1753813	213.27	570	357.1753813
farmed	2	F	F21(2)FL2(3)	221	21	6/10/14	99	9	10	3.481	3.27	3	2	18.24	18.542	291.8918919	301.30	593	301.297321
farmed	2	F	F21(2)FL3(3)	221	21	6/10/14	99	9	10	3.423	3.095	3	2	14.496	9.772	223.5066079	119.34	343	223.5066079
farmed	2	F	F21(2)FL4(3)	221	21	6/10/14	99	9	10	3.369	3.582	3	2	18.262	18.817	257.004423	268.70	526	268.701386
farmed	2	F	F21(2)FL6(3)	221	21	6/10/14	99	9	10	3.279	3.086	3	2	14.394	14.3	204.4778304	204.01	408	204.4778304
farmed	2	F	F21FL2(3)	221	21	6/6/14	95	9	10	3.386	3.315	3	2	12.819	13.143	169.0079904	172.74	342	172.7393917
farmed	2	F	F21FL3(3)	221	21	6/6/14	95	9	10	3.548	3.355	3	2	10.9	11.53	151.9020716	164.32	316	164.3230404
wild	2	S	F23SLOES3	223	23	5/30/14	88	3	3	.	.	3	2	18.566	18.817	282.4919696	302.05	585	302.0516269
wild	2	S	F23SL1(4)	223	23	6/12/14	101	3	3	3.316	3.989	4	2	22.371	22.572	338.2711694	328.19	666	338.2711694
wild	2	S	F23SL2(4)	223	23	6/12/14	101	3	3	3.347	3.279	4	2	21.12	13.073	317.1468794	129.92	447	317.1468794
farmed	2	F	F24(2)FL1(3)	224	24	6/10/14	99	5	5	3.445	3.337	3	2	15.434	16.156	213.5270212	228.70	442	228.6996967
farmed	2	F	F24FL1(3)	224	24	6/4/14	93	5	5	3.355	3.455	3	2	20.974	20.134	314.9249249	282.78	598	314.9249249
farmed	2	F	F24FL2(3)	224	24	6/4/14	93	5	5	3.333	3.293	3	2	11.899	11.729	183.6108015	187.70	371	187.7006245
farmed	2	F	F24FL3(3)	224	24	6/4/14	93	5	5	3.321	3.434	3	2	15.038	15.664	206.1568926	226.93	433	226.9301634
farmed	2	F	F24FL4(3)	224	24	6/4/14	93	5	5	3.198	3.115	3	2	9.86	6.473	188.4076433	93.81	282	188.4076433
farmed	2	F	F25FL1(3)	225	25	6/5/14	94	4	4	3.323	3.298	3	2	15.051	15.507	193.9239401	205.51	399	205.5144578
farmed	2	F	F25FL2(3)	225	25	6/5/14	94	4	4	3.427	3.393	3	2	17.293	17.275	263.6797967	272.32	536	272.3152709
farmed	2	F	F25FL3(3)	225	25	6/5/14	94	4	4	3.403	3.678	3	2	19.513	19.268	306.5370643	318.22	625	318.2248269
farmed	2	F	F25FL4(3)	225	25	6/5/14	94	4	4	3.319	3.492	3	2	14.331	13.933	233.2350814	234.22	467	234.2243036
wild	2	S	F26SL1(3)	226	26	6/1/14	90	4	4	3.31	3.374	3	2	20.773	20.81	298.6698066	340.35	639	340.3504673
wild	2	S	F26SL2(3)	226	26	6/1/14	90	4	4	3.47	3.693	3	2	19.414	19.349	329.2432749	321.04	650	329.2432749
wild	2	S	F26SL3(3)	226	26	6/1/14	90	4	4	3.454	3.692	3	2	19.574	16.502	317.0734341	272.14	589	317.0734341
wild	2	S	F26SL4(3)	226	26	6/1/14	90	4	4	3.252	3.296	3	2	17.043	16.172	245.8800495	238.53	484	245.8800495
wild	2	S	F27(2)SL1(3)	227	27	6/13/14	102	3	3	3.406	3.243	3	2	17.028	17.16	226.5527897	226.72	453	226.7217176
wild	2	S	F27SL1(3)	227	27	6/5/14	94	3	3	3.244	3.451	3	2	17.686	18.025	288.3204771	290.86	579	290.8598432
farmed	2	F	F28(2)FL1(3)	228	28	6/13/14	102	4	4	3.274	3.776	3	2	16.993	16.909	233.9461827	253.64	488	253.635
farmed	2	F	F28FL0ES2	228	28	5/31/14	89	4	4	.	.	2	2	13.312	13.495	185.8882883	186.30	372	186.2985332
farmed	2	F	F28FL1(3)	228	28	6/8/14	97	4	4	2.981	3.532	3	2	15.34	16.826	248.9546539	271.68	521	271.679225
farmed	2	F	F28FL2(3)	228	28	6/8/14	97	4	4	3.174	3.695	3	2	19.235	19.317	327.8693182	313.65	642	327.8693182
farmed	2	F	F28FL3(3)	228	28	6/8/14	97	4	4	3.296	3.844	3	2	18.955	19.031	325.3055672	347.94	673	347.9351801
farmed	2	F	F29FL1(3)	229	29	6/3/14	92	1	1	3.347	3.35	3	2	19.878	20.503	338.9428285	343.87	683	343.8658281
wild	2	S	F2SL1(3)	202	2	6/3/14	92	3	3	3.446	3.944	3	2	21.476	22.083	344.9357542	367.87	713	367.8696717
wild	2	S	F2SL2(3)	202	2	6/3/14	92	3	3	3.199	3.389	3	2	17.877	18.239	326.6082751	311.78	638	326.6082751
wild	2	S	F3(2)SL1(3)	203	3	6/8/14	97	4	5	3.592	3.574	3	2	17.662	7.628	281.1367041	61.54	343	281.1367041
wild	2	S	F30SL1(4)	230	30	6/10/14	99	1	2	3.391	3.701	4	2	18.814	18.24	260.8742159	271.46	532	271.4629512
wild	2	S	F3SL1(3)	203	3	5/31/14	89	4	5	3.421	3.638	3	2	22.143	20.255	397.0791139	326.20	723	397.0791139
wild	2	S	F3SL1(4)	203	3	6/12/14	101	4	5	3.42	3.747	4	2	20.662	21.306	322.0492207	323.03	645	323.0309822
wild	2	S	F3SL2(3)	203	3	5/31/14	89	4	5	3.446	3.691	3	2	19.95	19.645	324.1973841	318.21	642	324.1973841
wild	2	S	F3SL2(4)	203	3	6/12/14	101	4	5	3.509	3.544	4	2	20.802	19.619	286.9776286	305.45	592	305.445509
wild	2	S	F3SL3(3)	203	3	5/31/14	89	4	5	3.357	3.626	3	2	19.612	19.32	311.3015873	314.21	626	314.2118432
wild	2	S	F3SL3(4)	203	3	6/12/14	101	4	5	3.293	3.694	4	2	21.04	20.909	331.7449194	337.89	670	337.8907272
farmed	2	F	F4(2)FL1(3)	204	4	6/8/14	97	7	8	3.476	3.415	3	2	17.551	17.551	266.46984	270.02	536	270.0153846
farmed	2	F	F4FL2(3)	204	4	6/1/14	90	7	8	3.224	3.321	3	2	12.601	12.361	204.849297	212.10	417	212.1048618
farmed	2	F	F4FL3(3)	204	4	6/1/14	90	7	8	3.134	3.087	3	2	14.489	14.879	207.2632991	225.01	432	225.0132325
farmed	2	F	F4FL4(3)	204	4	6/1/14	90	7	8	3.392	3.469	3	2	16.104	15.69	254.5080996	230.04	485	254.5080996
farmed	2	F	F4FL5(3)	204	4	6/1/14	90	7	8	3.273	3.133	3	2	14.398	14.163	218.054343	208.37	426	218.054343
farmed	2	F	F5(2)FL1(3)	205	5	6/11/14	100	5	10	3.37	3.27	3	2	16.839	16.238	263.7433735	268.29	532	268.2911094
farmed	2	F	F5(2)FL2(3)	205	5	6/11/14	100	5	10	3.319	3.486	3	2	17.728	17.596	280.6331976	263.53	544	280.6331976
farmed	2	F	F5FLOES3	205	5	6/1/14	90	5	10	.	.	3	2	13.809	13.157	209.2272727	208.61	418	209.2272727
farmed	2	F	F5FL1(3)	205	5	6/6/14	95	5	10	3.505	3.244	3	2	16.249	16.301	236.906518	245.28	482	245.2773485
farmed	2	F	F5FL2(3)	205	5	6/6/14	95	5	10	3.097	3.156	3	2	12.805	11.654	261.8794076	224.98	487	261.8794076
farmed	2	F	F6(2)FL3(3)	206	6	6/6/14	95	9	13	3.162	3.031	3	2	6.615	10.055	114.3898221	99.80	214	114.3898221
farmed	2	F	F6(2)FL4(3)	206	6	6/6/14	95	9	13	3.461	3.362	3	2	17.191	16.414	230.8050926	230.60	461	230.8050926
farmed	2	F	F6FL1(3)	206	6	6/2/14	91	9	13	3.328	4.064	3	2	14.016	13.082	227.902439	201.74	430	227.902439
farmed	2	F	F6FL2(3)	206	6	6/2/14	91	9	13	3.322	3.453	3	2	17.21	16.875	262.8088848	259.29	522	262.8088848
farmed	2	F	F6FL3(3)	206	6	6/2/14	91	9	13	3.419	3.338	3	2	17.997	18.073	291.7968526	268.38	560	291.7968526
farmed	2	F	F6FL4(3)	206	6	6/2/14	91	9	13	3.404	3.39	3	2	17.756	17.538	268.1684211	260.40	529	268.1684211
farmed	2	F	F6FL5(3)	206	6	6/2/14	91	9	13	3.357	2.955	3	2	10.238	10.618	153.3444934	154.34	308	154.3445917
wild	2	S	F7(2)SL1(3)	207	7	6/1/14	90	9	9	3.26	3.57	3	2	19.596	13.291	310.888434	154.87	466	310.888434
wild	2	S	F7(2)SL2(3)	207	7	6/1/14	90	9	9	3.234	3.263	3	2	17.57	17.323	275.6799163	275.63	551	275.6799163
wild	2	S	F7(2)SL3(3)	207	7	6/1/14	90	9	9	3.376	3.318	3	2	13.93	16.704	110.3366337	264.78	375	264.7826087
wild	2	S	F7SL1(3)	207	7	5/30/14	88	9	9	3.176	3.74	3	2	19.482	19.628	317.6413043	300.99	619	317.6413043
wild	2	S	F7SL1(4)	207	7	6/9/14	98	9	9	3.422	3.248	4	2	20.029	20.061	282.9986326	296.51	580	296.5097128
wild	2	S	F7SL2(3)	207	7	5/30/14	88	9	9	3.435	3.193	3	2	15.002	14.296	207.5848856	211.79	419	211.7925926
wild	2	S	F7SL2(4)	207	7	6/9/14	98	9	9	3.545	3.179	4	2	20.408	19.887	335.5889003	301.87	637	335.5889003
wild	2	S	F7SL3(3)	207	7	5/30/14	88	9	9	3.367	3.438	3	2	19.309	19.217	289.0289715	273.75	563	289.0289715
wild	2	S	F7SL3(4)	207	7	6/9/14	98	9	9	3.332	3.576	4	2	22.865	23.16	332.8611422	325.35	658	332.8611422
wild	2	S	F7SL4(3)	207	7	5/30/14	88	9	9	3.297	3.61	3	2	21.82	22.195	327.7411901	339.29	667	339.2866242
wild	2	S	F7SL4(4)	207	7	6/9/14	98	9	9	3.37	3.34	4	2	15.574	16.169	213.8306636	243.39	457	243.386854
wild	2	S	F7SL5(3)	207	7	5/30/14	88	9	9	3.461	3.348	3	2	19.585	19.37	326.9356121	306.59	634	326.9356121
wild	2	S	F7SL5(4)	207	7	6/9/14	98	9	9	3.372	3.506	4	2	22.422	22.421	336.2140641	324.18	660	336.2140641
wild	2	S	F7SL6(3)	207	7	5/30/14	88	9	9	3.449	3.456	3	2	20.782	21.888	322.5804327	325.75	648	325.7515741
wild	2	S	F7SL6(4)	207	7	6/9/14	98	9	9	3.298	3.715	4	2	21.04	21.54	331.0689094	335.20	666	335.204611
wild	2	S	F8SL1(3)	208	8	6/1/14	90	4	4	3.239	3.532	3	2	18.142	19.238	267.8151996	286.25	554	286.2503848
wild	2	S	F8SL2(3)	208	8	6/1/14	90	4	4	3.353	3.514	3	2	16.667	14.808	303.2661107	254.87	558	303.2661107
wild	2	S	F8SL3(3)	208	8	6/1/14	90	4	4	3.216	3.592	3	2	20.465	19.799	314.6444587	319.85	634	319.8546042
wild	2	S	F9(2)SL1(3)	209	9	6/6/14	95	6	6	3.424	3.124	3	2	16.275	15.343	263.0090498	262.36	525	263.0090498
wild	2	S	F9(2)SL2(3)	209	9	6/6/14	95	6	6	3.363	3.664	3	2	21.36	21.571	314.2535699	356.15	670	356.1529994
wild	2	S	F9SL1(3)	209	9	6/1/14	90	6	6	3.46	3.638	3	2	19.229	19.501	299.4134948	327.84	627	327.8428986
wild	2	S	F9SL2(3)	209	9	6/1/14	90	6	6	3.507	3.653	3	2	20.612	21.266	309.5967649	328.14	638	328.1400593
wild	2	S	F9SL3(3)	209	9	6/1/14	90	6	6	3.415	3.338	3	2	19.225	18.653	299.5052632	271.35	571	299.5052632
wild	2	S	F9SL4(3)	209	9	6/1/14	90	6	6	3.285	3.424	3	2	14.854	13.261	251.5921409	178.80	430	251.5921409
farmed	2	F	F10(2)FL1(4)	210	10	6/15/14	104	4	7	3.318	3.554	4	2	17.88	13.379	252.03383	170.03	422	252.03383
farmed	2	F	F10(2)FL2(4)	210	10	6/15/14	104	4	7	3.22	3.141	4	2	9.84	13.97	119.7174254	210.26	330	210.2611775
farmed	2	F	F10(2)FL3(4)	210	10	6/15/14	104	4	7	3.485	3.761	4	2	19.08	19.25	282.9976581	294.69	578	294.6870779
