exp_date,genotype_class,genotype,miRNA,feeding_capillary,blank_capillary
20101212,S106-GAL4/+,S106-GAL4/+,NA,3.4,2.45
20101212,S106-GAL4/+,S106-GAL4/+,NA,3.5,2.45
20101212,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.45
20101212,S106-GAL4/+,S106-GAL4/+,NA,3.4,2.45
20110323,S106-GAL4/+,S106-GAL4/+,NA,2.55,1.86
20110323,S106-GAL4/+,S106-GAL4/+,NA,2.4,1.86
20110323,S106-GAL4/+,S106-GAL4/+,NA,2.5,1.86
20110323,S106-GAL4/+,S106-GAL4/+,NA,2,1.86
20110323,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.86
20110323,S106-GAL4/+,S106-GAL4/+,NA,2.4,1.86
20110323,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.86
20110323,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.86
20110323,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.86
20110323,S106-GAL4/+,S106-GAL4/+,NA,2.4,1.86
20110323,S106-GAL4/+,S106-GAL4/+,NA,2.5,1.86
20110324,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.68
20110324,S106-GAL4/+,S106-GAL4/+,NA,2,1.68
20110324,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.68
20110324,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.68
20110325,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.8
20110325,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.8
20110325,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.8
20110326,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,2,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,2,1.64
20110326,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.64
20110518,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.775
20110518,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.775
20110518,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.775
20110518,S106-GAL4/+,S106-GAL4/+,NA,2,1.775
20110520,S106-GAL4/+,S106-GAL4/+,NA,2.35,1.6
20110520,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.6
20110520,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.6
20110520,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.6
20110520,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.6
20110520,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.6
20110521,S106-GAL4/+,S106-GAL4/+,NA,2,1.7
20110521,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.7
20110521,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.7
20110522,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.7
20110522,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.7
20110522,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.7
20110522,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.7
20110522,S106-GAL4/+,S106-GAL4/+,NA,2,1.7
20110522,S106-GAL4/+,S106-GAL4/+,NA,2.35,1.7
20110601,S106-GAL4/+,S106-GAL4/+,NA,2,1.7
20110601,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.7
20110601,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.7
20110601,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.7
20110601,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.7
20110603,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.76
20110603,S106-GAL4/+,S106-GAL4/+,NA,2,1.76
20110603,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.76
20110603,S106-GAL4/+,S106-GAL4/+,NA,2.35,1.76
20110604,S106-GAL4/+,S106-GAL4/+,NA,2.4,1.71
20110604,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.71
20110604,S106-GAL4/+,S106-GAL4/+,NA,2,1.71
20110427,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.76
20110427,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.76
20110427,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.76
20110427,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.76
20110428,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.54
20110428,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.54
20110428,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.54
20110428,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.54
20110428,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.54
20110428,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.54
20110429,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.925
20110429,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.925
20110429,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.925
20110430,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.5
20110430,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.5
20110430,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.5
20110430,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.5
20110501,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.72
20110501,S106-GAL4/+,S106-GAL4/+,NA,2,1.72
20110501,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.72
20110501,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.72
20110501,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.72
20110501,S106-GAL4/+,S106-GAL4/+,NA,2,1.72
20110525,S106-GAL4/+,S106-GAL4/+,NA,2.35,1.768
20110525,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.768
20110525,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.768
20110525,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.768
20110527,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.787
20110527,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.787
20110527,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.787
20110527,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.787
20110527,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.787
20110330,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.86
20110330,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.86
20110330,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.86
20110330,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.86
20110330,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.86
20110331,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.59
20110331,S106-GAL4/+,S106-GAL4/+,NA,1.8,1.59
20110331,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.59
20110331,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.59
20110331,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.59
20110331,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.59
20110401,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.66
20110401,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.66
20110401,S106-GAL4/+,S106-GAL4/+,NA,1.85,1.66
20110401,S106-GAL4/+,S106-GAL4/+,NA,1.85,1.66
20110401,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.66
20110402,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.67
20110402,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.67
20110402,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.67
20110402,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.67
20110402,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.67
20110407,S106-GAL4/+,S106-GAL4/+,NA,2.4,1.933
20110407,S106-GAL4/+,S106-GAL4/+,NA,2.15,1.933
20110407,S106-GAL4/+,S106-GAL4/+,NA,2.15,1.933
20110407,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.933
20110407,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.933
20110407,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.933
20110407,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.933
20110407,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.933
20110504,S106-GAL4/+,S106-GAL4/+,NA,2.15,1.7
20110504,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.7
20110504,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.7
20110504,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.7
20110504,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.7
20110505,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.62
20110505,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.62
20110505,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.62
20110505,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.62
20110506,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.75
20110506,S106-GAL4/+,S106-GAL4/+,NA,2.15,1.75
20110506,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.75
20110506,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.75
20110506,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.75
20110416,S106-GAL4/+,S106-GAL4/+,NA,2.35,1.74
20110416,S106-GAL4/+,S106-GAL4/+,NA,2.45,1.74
20110416,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.74
20110416,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.74
20110416,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.74
20110416,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.74
20110416,S106-GAL4/+,S106-GAL4/+,NA,2.35,1.74
20110416,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.74
20110417,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.787
20110417,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.787
20110417,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.787
20110417,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.787
20110417,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.787
20110417,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.787
20110417,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.787
20110420,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.65
20110420,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.65
20110420,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.65
20110420,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.65
20110420,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.65
20110422,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.725
20110422,S106-GAL4/+,S106-GAL4/+,NA,2.4,1.725
20110422,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.725
20110422,S106-GAL4/+,S106-GAL4/+,NA,2,1.725
20110422,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.725
20110423,S106-GAL4/+,S106-GAL4/+,NA,1.8,1.54
20110423,S106-GAL4/+,S106-GAL4/+,NA,1.8,1.54
20110423,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.54
20110423,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.54
20110423,S106-GAL4/+,S106-GAL4/+,NA,2.15,1.54
20110424,S106-GAL4/+,S106-GAL4/+,NA,1.7,1.6
20110424,S106-GAL4/+,S106-GAL4/+,NA,1.7,1.6
20110424,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.6
20110424,S106-GAL4/+,S106-GAL4/+,NA,1.7,1.6
